Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2019,11,31/10/2019,Eibar,2-1,Villarreal,Estadio Municipal de Ipurua,Cuadra Fernández,"['Dmitrović', 'Arbilla', 'Paulo Oliveira', 'José Ángel', 'Inui', 'De Blasis', 'Diop', 'Escalante', 'Kike García', 'Orellana', 'Sergi Enrich', 'Asenjo', 'Mario Gaspar', 'Quintillà', 'Pau Torres', 'Albiol', 'Ontiveros', 'Zambo Anguissa']",80,81,"['Manu Trigueros', 'Iborra', 'Ekambi', 'Samu', 'Edu Expósito', 'Charles', 'Pedro León', 'Yoel', 'Burgos', 'Bigas', 'Tejero', 'Gerard Moreno', 'Cazorla', 'Moi Gómez', 'Andrés Fernández', 'Funes Mori', 'Bacca', 'Miguel']",0,0
2019,11,31/10/2019,Getafe,3-1,Granada,Coliseum Alfonso Pérez,González González,"['David Soria', 'Jason', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Cucurella', 'Maksimović', 'Arambarri', 'Mata', 'Ángel', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Germán', 'Martínez', 'Köybaşı', 'Eteki']",82,84,"['Gonalons', 'Machís', 'Ramos', 'Soldado', 'Etxeita', 'Timor', 'Portillo', 'Chichizola', 'Kenedy', 'Enric Gallego', 'Jorge Molina', 'Azeez', 'Puertas', 'Quini', 'Aarón', 'Vadillo', 'Neva', 'Carlos Fernández']",0,0
2019,11,31/10/2019,Mallorca,2-2,Osasuna,Estadio de Son Moix,Cordero Vega,"['Manolo Reina', 'Fran Gámez', 'Valjent', 'Raíllo', 'Lumor', 'Febas', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Rubén', 'Aridane', 'Roncaglia', 'David García', 'Estupiñán', 'Moncayola', 'Brašanac']",70,70,"['Rubén García', 'Roberto Torres', 'Cardona', 'Brandon', 'Salibur', 'Abdón Prats', 'Trajkovski', 'Fabricio', 'Xisco Campos', 'Pedraza', 'Kubo', 'Chimy Ávila', 'Fran Mérida', 'Luis Perea', 'Herrera', 'Lillo', 'Villar', 'Iñigo Pérez']",0,0
2019,11,30/10/2019,Real Madrid,5-0,Leganés,Estadio Santiago Bernabeu,Soto Grado,"['Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Marcelo', 'Valverde', 'Casemiro', 'Kroos', 'Rodrygo', 'Benzema', 'Hazard', 'Soriano', 'Tarín', 'Awaziem', 'Omeruo', 'Bustinza', 'Kevin Rodrigues', 'Jonathan Silva']",88,89,"['Óscar', 'Rivera', 'En-Nesyri', 'Braithwaite', 'Modrić', 'Jović', 'Isco', 'Areola', 'Militão', 'Lucas Vázquez', 'Mendy', 'Rosales', 'Recio', 'Ruibal', 'Cuéllar', 'Arnaiz', 'Carrillo', 'Avi']",0,0
2019,11,30/10/2019,Real Sociedad,1-2,Levante,Anoeta,Melero López,"['Remiro', 'Gorosabel', 'Le Normand', 'Llorente', 'Monreal', 'Sangalli', 'Ødegaard', 'Mikel Merino', 'Zubeldia', 'Isak', 'Oyarzabal', 'Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Clerc', 'Campaña', 'Melero']",76,84,"['Bardhi', 'Radoja', 'Mayoral', 'Morales', 'Zaldúa', 'Willian José', 'Portu', 'Moyá', 'Januzaj', 'Guevara', 'Barrenetxea', 'Coke', 'Roger', 'Vukčević', 'Duarte', 'Sergio León', 'Hernâni', 'Cárdenas']",0,0
2019,11,30/10/2019,Valencia,1-1,Sevilla,Camp de Mestalla,Del Cerro Grande,"['Cillessen', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Coquelin', 'Lee', 'Parejo', 'Carlos Soler', 'Ferran Torres', 'Maxi Gómez', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Escudero', 'Jordán', 'Óliver Torres']",83,84,"['Banega', 'Ocampos', 'Fernando', 'Chicharito Hernández', 'Manu Vallejo', 'Sobrino', 'Kondogbia', 'Jaume', 'Thierry Correia', 'Jaume Costa', 'Diakhaby', 'Franco Vázquez', 'Munir', 'Gudelj', 'Bono', 'Nolito', 'Pozo', 'De Jong']",0,0
2019,12,03/11/2019,Celta de Vigo,0-1,Getafe,Balaidos,Mateu Lahoz,"['Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Brais Méndez', 'Lobotka', 'Fran Beltrán', 'Denis Suárez', 'Gabriel Fernández', 'Iago Aspas', 'David Soria', 'Nyom', 'Etxeita', 'Djené', 'Cucurella', 'Timor', 'Arambarri']",76,83,"['Portillo', 'Jorge Molina', 'Enric Gallego', 'Kenedy', 'Pione Sisto', 'Pape Cheikh', 'Losada', 'Sergio Álvarez', 'David Costas', 'Okay', 'Juncà', 'Olivera', 'Ángel', 'Maksimović', 'Chichizola', 'Bruno', 'Mata', 'Jason']",0,0
2019,12,02/11/2019,Espanyol,1-2,Valencia,Estadio del RCD Espanyol,Pizarro Gómez,"['Diego López', 'Víctor Gómez', 'Bernardo', 'David López', 'Naldo', 'Pedrosa', 'Marc Roca', 'Darder', 'Víctor Sánchez', 'Ferreyra', 'Lei', 'Cillessen', 'Wass', 'Garay', 'Diakhaby', 'Jaume Costa', 'Parejo', 'Kondogbia']",80,80,"['Ferran Torres', 'Rodrigo', 'Cheryshev', 'Maxi Gómez', 'Vargas', 'Campuzano', 'Granero', 'Andrés Prieto', 'Melendo', 'Dídac Vilà', 'Corchia', 'Manu Vallejo', 'Gayà', 'Sobrino', 'Jaume', 'Thierry Correia', 'Gabriel Paulista', 'Lee']",0,0
2019,12,03/11/2019,Granada,1-2,Real Sociedad,Estadio Nuevo Los Carmenes,Prieto Iglesias,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Germán', 'Neva', 'Herrera', 'Azeez', 'Eteki', 'Vadillo', 'Puertas', 'Carlos Fernández', 'Remiro', 'Zaldúa', 'Le Normand', 'Llorente', 'Monreal', 'Sangalli', 'Mikel Merino']",71,77,"['Zubeldia', 'Oyarzabal', 'Willian José', 'Portu', 'Quini', 'Fede Vico', 'Machís', 'Aarón', 'Álex Martínez', 'Martínez', 'Ramos', 'Guevara', 'Isak', 'Januzaj', 'Moyá', 'Zurutuza', 'Gorosabel', 'Barrenetxea']",0,0
2019,12,03/11/2019,Leganés,1-2,Eibar,Estadio Municipal de Butarque,González Fuertes,"['Cuéllar', 'Rosales', 'Siovas', 'Bustinza', 'Jonathan Silva', 'Rivera', 'Recio', 'Roque Mesa', 'Carrillo', 'En-Nesyri', 'Braithwaite', 'Dmitrović', 'Arbilla', 'Paulo Oliveira', 'José Ángel', 'Inui', 'De Blasis', 'Diop']",77,77,"['Escalante', 'Charles', 'Kike García', 'Orellana', 'Eraso', 'Arnaiz', 'Óscar', 'Soriano', 'Awaziem', 'Ruibal', 'Kevin Rodrigues', 'Edu Expósito', 'Sergi Enrich', 'Pedro León', 'Yoel', 'Burgos', 'Bigas', 'Quique González']",0,0
2019,12,02/11/2019,Levante,3-1,Barcelona,Ciutat de Valencia,Hernández Hernández,"['Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Clerc', 'Campaña', 'Melero', 'Bardhi', 'Radoja', 'Mayoral', 'Morales', 'Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Vidal', 'De Jong', 'Sergi Roberto']",76,79,"['Arthur', 'Griezmann', 'Messi', 'Luis Suárez', 'Rochina', 'Vukčević', 'Cabaco', 'Hernâni', 'Roger', 'Coke', 'Cárdenas', 'Ansu Fati', 'Carles Pérez', 'Busquets', 'Neto', 'Rakitić', 'Todibo', 'Jordi Alba']",0,0
2019,12,03/11/2019,Osasuna,4-2,Alavés,Estadio El Sadar,Munuera Montero,"['Rubén', 'Nacho Vidal', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Rubén García', 'Roberto Torres', 'Fran Mérida', 'Villar', 'Chimy Ávila', 'Pacheco', 'Martín', 'Aleix Vidal', 'Magallán', 'Laguardia', 'Duarte', 'Wakaso']",70,70,"['Pere Pons', 'Manu García', 'Lucas Pérez', 'Joselu', 'Brašanac', 'Iñigo Pérez', 'Cardona', 'Herrera', 'Brandon', 'Roncaglia', 'Luis Perea', 'Guidetti', 'Burke', 'Borja Sainz', 'Sivera', 'Rioja', 'Dani Torres', 'Ximo Navarro']",0,0
2019,12,02/11/2019,Real Madrid,0-0,Betis,Estadio Santiago Bernabeu,Sánchez Martínez,"['Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Mendy', 'Casemiro', 'Modrić', 'Kroos', 'Rodrygo', 'Benzema', 'Hazard', 'Joel', 'Emerson', 'Mandi', 'Sidnei', 'Bartra', 'Feddal', 'Àlex Moreno']",88,89,"['Guardado', 'Canales', 'Loren', 'Fekir', 'Jović', 'Vinícius', 'Areola', 'Militão', 'Marcelo', 'Valverde', 'Isco', 'Ismael', 'Barragán', 'Borja Iglesias', 'Tello', 'Joaquín', 'Carlos Marín', 'Edgar']",0,0
2019,12,02/11/2019,Sevilla,1-1,Atlético de Madrid,Estadio Ramón Sánchez-Pizjuán,González González,"['Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Reguilón', 'Óliver Torres', 'Gudelj', 'Banega', 'Ocampos', 'Franco Vázquez', 'De Jong', 'Oblak', 'Trippier', 'Hermoso', 'Felipe', 'Lodi', 'Lemar', 'Saúl']",81,82,"['Koke', 'Thomas', 'Correa', 'Morata', 'Pozo', 'Chicharito Hernández', 'Jordán', 'Bono', 'Rony Lopes', 'Nolito', 'Dabbur', 'Diego Costa', 'Héctor Herrera', 'Arias', 'Adán', 'Marcos Llorente', 'Vitolo', 'Riquelme']",0,0
2019,12,03/11/2019,Villarreal,0-0,Athletic Club,Estadio de la Cerámica,Jaime Latre,"['Asenjo', 'Rubén Peña', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa', 'Iborra', 'Cazorla', 'Ekambi', 'Gerard Moreno', 'Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García']",82,83,"['San José', 'Ibai Gómez', 'Muniain', 'Williams', 'Bacca', 'Ontiveros', 'Samu', 'Andrés Fernández', 'Mario Gaspar', 'Funes Mori', 'Manu Trigueros', 'Vesga', 'Larrazabal', 'Córdoba', 'Herrerín', 'Núñez', 'De Marcos', 'Aduriz']",0,0
2019,12,03/11/2019,Valladolid,3-0,Mallorca,E.M. José Zorrilla,Medié Jiménez,"['Masip', 'Moyano', 'Salisu', 'Joaquín', 'Kiko Olivas', 'Barba', 'Míchel', 'Toni', 'Óscar Plano', 'Sergi Guardiola', 'Ünal', 'Fabricio', 'Sastre', 'Valjent', 'Raíllo', 'Lumor', 'Kubo', 'Dani Rodríguez']",81,82,"['Salva Sevilla', 'Pedraza', 'Budimir', 'Lago Junior', 'Sandro', 'Alcaraz', 'Antoñito', 'Lunin', 'Pedro Porro', 'Hervías', 'De Frutos', 'Febas', 'Abdón Prats', 'Aridai', 'Manolo Reina', 'Xisco Campos', 'Baba', 'Fran Gámez']",0,0
2019,13,09/11/2019,Alavés,3-0,Valladolid,Mendizorrotza,Melero López,"['Pacheco', 'Ximo Navarro', 'Martín', 'Aleix Vidal', 'Laguardia', 'Duarte', 'Manu García', 'Pina', 'Rioja', 'Lucas Pérez', 'Joselu', 'Masip', 'Moyano', 'Salisu', 'Kiko Olivas', 'Barba', 'Míchel', 'Toni']",82,84,"['Alcaraz', 'Óscar Plano', 'Sergi Guardiola', 'Ünal', 'Burgui', 'Pere Pons', 'Burke', 'Sivera', 'Magallán', 'Guidetti', 'Borja Sainz', 'Sandro', 'Pedro Porro', 'Anuar', 'Lunin', 'Hervías', 'Fede San Emeterio', 'Nacho']",0,0
2019,13,10/11/2019,Athletic Club,2-1,Levante,San Mamés,Alberola Rojas,"['Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García', 'Unai López', 'Córdoba', 'Muniain', 'Williams', 'Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Clerc', 'Campaña', 'Melero']",73,84,"['Bardhi', 'Radoja', 'Mayoral', 'Morales', 'San José', 'Villalibre', 'Ibai Gómez', 'Herrerín', 'Núñez', 'Lekue', 'Sancet', 'Roger', 'Hernâni', 'Vukčević', 'Duarte', 'Sergio León', 'Coke', 'Cárdenas']",0,0
2019,13,10/11/2019,Atlético de Madrid,3-1,Espanyol,Estadio Metropolitano,Gil Manzano,"['Oblak', 'Trippier', 'Hermoso', 'Felipe', 'Héctor Herrera', 'Saúl', 'Koke', 'Thomas', 'Vitolo', 'Correa', 'Morata', 'Diego López', 'Víctor Gómez', 'Javi López', 'Bernardo', 'David López', 'Naldo', 'Marc Roca']",91,93,"['Darder', 'Víctor Sánchez', 'Ferreyra', 'Lei', 'Diego Costa', 'Marcos Llorente', 'Lemar', 'Adán', 'Arias', 'Lodi', 'Riquelme', 'Melendo', 'Dídac Vilà', 'Campuzano', 'Andrés Prieto', 'Pedrosa', 'Vargas', 'Granero']",0,0
2019,13,09/11/2019,Barcelona,4-1,Celta de Vigo,Camp Nou,Cuadra Fernández,"['Ter Stegen', 'Semedo', 'Umtiti', 'Piqué', 'Junior Firpo', 'De Jong', 'Sergi Roberto', 'Arthur', 'Ansu Fati', 'Griezmann', 'Messi', 'Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Juncà', 'Olaza', 'Pape Cheikh']",90,93,"['Lobotka', 'Fran Beltrán', 'Pione Sisto', 'Iago Aspas', 'Busquets', 'Luis Suárez', 'Dembélé', 'Neto', 'Rakitić', 'Lenglet', 'Vidal', 'Brais Méndez', 'Denis Suárez', 'Gabriel Fernández', 'Sergio Álvarez', 'David Costas', 'Okay', 'Jorge Sáenz']",0,0
2019,13,10/11/2019,Betis,1-2,Sevilla,Benito Villamarín,Hernández Hernández,"['Joel', 'Emerson', 'Mandi', 'Sidnei', 'Bartra', 'Feddal', 'Àlex Moreno', 'Guardado', 'Canales', 'Loren', 'Fekir', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Reguilón', 'Óliver Torres', 'Banega']",78,79,"['Ocampos', 'Fernando', 'De Jong', 'Nolito', 'Joaquín', 'Tello', 'Borja Iglesias', 'Barragán', 'Lainez', 'Carlos Marín', 'Ismael', 'Gudelj', 'Jordán', 'Franco Vázquez', 'Bono', 'Dabbur', 'Chicharito Hernández', 'Escudero']",0,0
2019,13,09/11/2019,Eibar,0-4,Real Madrid,Estadio Municipal de Ipurua,Cordero Vega,"['Dmitrović', 'Arbilla', 'Bigas', 'José Ángel', 'Inui', 'De Blasis', 'Diop', 'Escalante', 'Kike García', 'Orellana', 'Sergi Enrich', 'Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Mendy', 'Lucas Vázquez', 'Valverde']",80,81,"['Casemiro', 'Modrić', 'Benzema', 'Hazard', 'Edu Expósito', 'Pedro León', 'Charles', 'Yoel', 'Burgos', 'Quique González', 'Tejero', 'Vinícius', 'Isco', 'Brahim Díaz', 'Areola', 'Militão', 'Kroos', 'Rodrygo']",0,0
2019,13,10/11/2019,Getafe,0-0,Osasuna,Coliseum Alfonso Pérez,Soto Grado,"['David Soria', 'Jason', 'Nyom', 'Cabrera', 'Djené', 'Cucurella', 'Maksimović', 'Arambarri', 'Jorge Molina', 'Ángel', 'Kenedy', 'Rubén', 'Nacho Vidal', 'Aridane', 'Roncaglia', 'Oier', 'David García', 'Estupiñán']",82,84,"['Brašanac', 'Rubén García', 'Roberto Torres', 'Cardona', 'Portillo', 'Enric Gallego', 'Mata', 'Chichizola', 'Etxeita', 'Damián Suárez', 'Poulolo', 'Herrera', 'Brandon', 'Fran Mérida', 'Villar', 'Iñigo Pérez', 'Moncayola', 'Luis Perea']",0,0
2019,13,10/11/2019,Mallorca,3-1,Villarreal,Estadio de Son Moix,Del Cerro Grande,"['Manolo Reina', 'Sastre', 'Valjent', 'Raíllo', 'Lumor', 'Kubo', 'Febas', 'Dani Rodríguez', 'Baba', 'Budimir', 'Lago Junior', 'Asenjo', 'Rubén Peña', 'Mario Gaspar', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa']",70,70,"['Iborra', 'Cazorla', 'Ekambi', 'Gerard Moreno', 'Xisco Campos', 'Abdón Prats', 'Señé', 'Fabricio', 'Pedraza', 'Aridai', 'Chavarría', 'Manu Trigueros', 'Samu', 'Ontiveros', 'Andrés Fernández', 'Funes Mori', 'Bacca', 'Quintillà']",0,0
2019,13,08/11/2019,Real Sociedad,1-1,Leganés,Anoeta,Martínez Munuera,"['Remiro', 'Zaldúa', 'Le Normand', 'Llorente', 'Monreal', 'Januzaj', 'Mikel Merino', 'Zubeldia', 'Oyarzabal', 'Willian José', 'Portu', 'Cuéllar', 'Rosales', 'Siovas', 'Omeruo', 'Bustinza', 'Kevin Rodrigues', 'Óscar']",76,84,"['Recio', 'Roque Mesa', 'Arnaiz', 'Braithwaite', 'Elustondo', 'Isak', 'Sangalli', 'Moyá', 'Guevara', 'Gorosabel', 'Barrenetxea', 'Ruibal', 'En-Nesyri', 'Carrillo', 'Soriano', 'Awaziem', 'Kravets', 'Iván López']",0,0
2019,13,09/11/2019,Valencia,2-0,Granada,Camp de Mestalla,Estrada Fernández,"['Cillessen', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Parejo', 'Kondogbia', 'Ferran Torres', 'Rodrigo', 'Manu Vallejo', 'Maxi Gómez', 'Rui Silva', 'Duarte', 'Quini', 'Germán', 'Neva', 'Herrera', 'Azeez']",83,84,"['Vadillo', 'Gonalons', 'Puertas', 'Soldado', 'Jaume Costa', 'Lee', 'Gameiro', 'Jaume', 'Thierry Correia', 'Mangala', 'Esquerdo', 'Montoro', 'Machís', 'Carlos Fernández', 'Aarón', 'Álex Martínez', 'Martínez', 'Ramos']",0,0
2019,14,23/11/2019,Betis,2-1,Valencia,Benito Villamarín,De Burgos Bengoetxea,"['Joel', 'Emerson', 'Edgar', 'Mandi', 'Sidnei', 'Àlex Moreno', 'Guardado', 'Canales', 'Joaquín', 'Loren', 'Fekir', 'Cillessen', 'Wass', 'Gabriel Paulista', 'Mangala', 'Gayà', 'Jaume Costa', 'Parejo']",78,79,"['Ferran Torres', 'Rodrigo', 'Manu Vallejo', 'Maxi Gómez', 'Barragán', 'Pedraza', 'Borja Iglesias', 'Dani Martín', 'Lainez', 'Kaptoum', 'Ismael', 'Gameiro', 'Carlos Soler', 'Lee', 'Jaume', 'Thierry Correia', 'Javi Jiménez', 'Esquerdo']",0,0
2019,14,24/11/2019,Eibar,0-2,Alavés,Estadio Municipal de Ipurua,Mateu Lahoz,"['Dmitrović', 'Arbilla', 'Paulo Oliveira', 'José Ángel', 'Pedro León', 'De Blasis', 'Diop', 'Escalante', 'Kike García', 'Orellana', 'Sergi Enrich', 'Pacheco', 'Ximo Navarro', 'Martín', 'Aleix Vidal', 'Rodrigo Ely', 'Duarte', 'Borja Sainz']",80,81,"['Burke', 'Wakaso', 'Pina', 'Lucas Pérez', 'Ramis', 'Charles', 'Bigas', 'Yoel', 'Edu Expósito', 'Inui', 'Tejero', 'Joselu', 'Magallán', 'Pere Pons', 'Sivera', 'Guidetti', 'Rioja', 'Burgui']",0,0
2019,14,24/11/2019,Espanyol,1-1,Getafe,Estadio del RCD Espanyol,González Fuertes,"['Diego López', 'Víctor Gómez', 'Calero', 'Bernardo', 'David López', 'Pedrosa', 'Marc Roca', 'Darder', 'Víctor Sánchez', 'Campuzano', 'Lei', 'David Soria', 'Jason', 'Damián Suárez', 'Cabrera', 'Djené', 'Olivera', 'Cucurella']",80,80,"['Maksimović', 'Arambarri', 'Mata', 'Ángel', 'Granero', 'Vargas', 'Soni', 'Andrés Prieto', 'Melendo', 'Javi López', 'Dídac Vilà', 'Jorge Molina', 'Kenedy', 'Portillo', 'Chichizola', 'Antunes', 'Etxeita', 'Timor']",0,0
2019,14,23/11/2019,Granada,1-1,Atlético de Madrid,Estadio Nuevo Los Carmenes,Medié Jiménez,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Germán', 'Montoro', 'Azeez', 'Vadillo', 'Gonalons', 'Puertas', 'Soldado', 'Oblak', 'Trippier', 'Hermoso', 'Felipe', 'Lodi', 'Héctor Herrera', 'Marcos Llorente']",71,77,"['Koke', 'Vitolo', 'Correa', 'Morata', 'Martínez', 'Machís', 'Carlos Fernández', 'Aarón', 'Eteki', 'Fede Vico', 'Neva', 'Lemar', 'João Félix', 'Poveda', 'Adán', 'Arias', 'Manu Sánchez', 'Moya']",0,0
2019,14,23/11/2019,Leganés,1-2,Barcelona,Estadio Municipal de Butarque,Jaime Latre,"['Cuéllar', 'Rosales', 'Siovas', 'Omeruo', 'Bustinza', 'Jonathan Silva', 'Óscar', 'Rubén Pérez', 'Roque Mesa', 'En-Nesyri', 'Braithwaite', 'Ter Stegen', 'Wagué', 'Umtiti', 'Piqué', 'Junior Firpo', 'De Jong', 'Busquets']",77,77,"['Griezmann', 'Dembélé', 'Messi', 'Luis Suárez', 'Tarín', 'Carrillo', 'Eraso', 'Soriano', 'Arnaiz', 'Awaziem', 'Ruibal', 'Rakitić', 'Vidal', 'Ansu Fati', 'Neto', 'Aleñá', 'Araújo', 'Morer']",0,0
2019,14,22/11/2019,Levante,2-1,Mallorca,Ciutat de Valencia,Pizarro Gómez,"['Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Clerc', 'Campaña', 'Melero', 'Radoja', 'Mayoral', 'Morales', 'Roger', 'Manolo Reina', 'Fran Gámez', 'Sastre', 'Valjent', 'Raíllo', 'Kubo', 'Febas']",76,79,"['Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Bardhi', 'Duarte', 'Rochina', 'Oier Olazábal', 'Sergio León', 'Hernâni', 'Coke', 'Señé', 'Abdón Prats', 'Chavarría', 'Fabricio', 'Xisco Campos', 'Álex Alegría', 'Sedlar']",0,0
2019,14,24/11/2019,Osasuna,1-2,Athletic Club,Estadio El Sadar,Sánchez Martínez,"['Herrera', 'Lillo', 'Roncaglia', 'David García', 'Estupiñán', 'Brašanac', 'Rubén García', 'Roberto Torres', 'Fran Mérida', 'Villar', 'Chimy Ávila', 'Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Sancet', 'Raúl García']",72,74,"['Dani García', 'Unai López', 'Córdoba', 'Williams', 'Cardona', 'Adrián López', 'Iñigo Pérez', 'Raúl Navas', 'Juan Pérez', 'Moncayola', 'Luis Perea', 'San José', 'Kodro', 'Lekue', 'Herrerín', 'Núñez', 'Larrazabal', 'Ibai Gómez']",0,0
2019,14,23/11/2019,Real Madrid,3-1,Real Sociedad,Estadio Santiago Bernabeu,Gil Manzano,"['Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Mendy', 'Valverde', 'Casemiro', 'Modrić', 'Rodrygo', 'Benzema', 'Hazard', 'Remiro', 'Zaldúa', 'Elustondo', 'Llorente', 'Monreal', 'Ødegaard', 'Mikel Merino']",88,89,"['Zubeldia', 'Oyarzabal', 'Willian José', 'Portu', 'Isco', 'Kroos', 'Bale', 'Areola', 'Militão', 'Marcelo', 'Jović', 'Januzaj', 'Isak', 'Moyá', 'Aihen Muñoz', 'Guevara', 'Zurutuza', 'Le Normand']",0,0
2019,14,24/11/2019,Villarreal,1-3,Celta de Vigo,Estadio de la Cerámica,Munuera Montero,"['Asenjo', 'Rubén Peña', 'Quintillà', 'Funes Mori', 'Pau Torres', 'Zambo Anguissa', 'Iborra', 'Cazorla', 'Ekambi', 'Samu', 'Gerard Moreno', 'Sergio Álvarez', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Pape Cheikh', 'Brais Méndez']",82,83,"['Lobotka', 'Denis Suárez', 'Pione Sisto', 'Iago Aspas', 'Moi Gómez', 'Ontiveros', 'Bacca', 'Andrés Fernández', 'Mario Gaspar', 'Manu Trigueros', 'Morlanes', 'David Costas', 'Santi Mina', 'Fran Beltrán', 'Iván Villar', 'Okay', 'Gabriel Fernández', 'Kevin Vázquez']",0,0
2019,14,24/11/2019,Valladolid,0-1,Sevilla,E.M. José Zorrilla,Prieto Iglesias,"['Masip', 'Moyano', 'Salisu', 'Kiko Olivas', 'Nacho', 'Míchel', 'Fede San Emeterio', 'Hervías', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Reguilón', 'Jordán', 'Banega']",81,82,"['Ocampos', 'Fernando', 'De Jong', 'Nolito', 'Toni', 'De Frutos', 'Ünal', 'Lunin', 'Pedro Porro', 'Alcaraz', 'Waldo', 'Óliver Torres', 'Franco Vázquez', 'Gudelj', 'Bono', 'Munir', 'Chicharito Hernández', 'Escudero']",0,0
2019,15,30/11/2019,Alavés,1-2,Real Madrid,Mendizorrotza,Cuadra Fernández,"['Pacheco', 'Ximo Navarro', 'Martín', 'Aleix Vidal', 'Laguardia', 'Duarte', 'Wakaso', 'Pina', 'Rioja', 'Lucas Pérez', 'Joselu', 'Areola', 'Carvajal', 'Sergio Ramos', 'Militão', 'Marcelo', 'Isco', 'Casemiro']",82,84,"['Modrić', 'Kroos', 'Bale', 'Benzema', 'Pere Pons', 'Burke', 'Manu García', 'Sivera', 'Rodrigo Ely', 'Guidetti', 'Burgui', 'Valverde', 'Rodrygo', 'Mendy', 'Courtois', 'Vinícius', 'Jović', 'Odriozola']",0,0
2019,15,01/12/2019,Athletic Club,2-0,Granada,San Mamés,Cordero Vega,"['Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Sancet', 'Raúl García', 'Dani García', 'Unai López', 'Córdoba', 'Williams', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Martínez', 'Herrera', 'Montoro']",73,84,"['Gonalons', 'Machís', 'Puertas', 'Soldado', 'Ibai Gómez', 'San José', 'Lekue', 'Herrerín', 'Villalibre', 'Núñez', 'Larrazabal', 'Vadillo', 'Eteki', 'Carlos Fernández', 'Aarón', 'Álex Martínez', 'Azeez', 'Neva']",0,0
2019,15,01/12/2019,Atlético de Madrid,0-1,Barcelona,Estadio Metropolitano,Mateu Lahoz,"['Oblak', 'Trippier', 'Hermoso', 'Felipe', 'Héctor Herrera', 'Saúl', 'João Félix', 'Koke', 'Thomas', 'Correa', 'Morata', 'Ter Stegen', 'Lenglet', 'Piqué', 'Junior Firpo', 'De Jong', 'Sergi Roberto', 'Arthur']",91,93,"['Rakitić', 'Griezmann', 'Messi', 'Luis Suárez', 'Vitolo', 'Lemar', 'Lodi', 'Adán', 'Arias', 'Marcos Llorente', 'Šaponjić', 'Umtiti', 'Vidal', 'Neto', 'Wagué', 'Aleñá', 'Carles Pérez', 'Ansu Fati']",0,0
2019,15,29/11/2019,Celta de Vigo,0-0,Valladolid,Balaidos,Alberola Rojas,"['Sergio Álvarez', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Pape Cheikh', 'Lobotka', 'Denis Suárez', 'Santi Mina', 'Pione Sisto', 'Iago Aspas', 'Masip', 'Moyano', 'Salisu', 'Joaquín', 'Kiko Olivas', 'Nacho', 'Míchel']",75,75,"['Hervías', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'Rafinha', 'Gabriel Fernández', 'Fran Beltrán', 'David Costas', 'Okay', 'Brais Méndez', 'Fran Vieites', 'Pedro Porro', 'Waldo', 'Alcaraz', 'Lunin', 'Ünal', 'Fede San Emeterio', 'Toni']",0,0
