Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2019,1,16/08/2019,Athletic Club,1-0,Barcelona,San Mamés,Del Cerro Grande,"['Unai Simón', 'Capa', 'De Marcos', 'Yeray', 'Núñez', 'Yuri', 'Raúl García', 'Dani García', 'Unai López', 'Muniain', 'Williams', 'Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Jordi Alba', 'De Jong', 'Sergi Roberto']",73,84,"['Aleñá', 'Griezmann', 'Dembélé', 'Luis Suárez', 'Beñat', 'Aduriz', 'Sancet', 'Herrerín', 'Larrazabal', 'Balenziaga', 'Vivian', 'Rafinha', 'Rakitić', 'Carles Pérez', 'Busquets', 'Umtiti', 'Junior Firpo', 'Peña']",0,0
2019,1,17/08/2019,Celta de Vigo,1-3,Real Madrid,Balaidos,Estrada Fernández,"['Rubén Blanco', 'Kevin Vázquez', 'Araujo', 'David Costas', 'Olaza', 'Brais Méndez', 'Lobotka', 'Fran Beltrán', 'Denis Suárez', 'Gabriel Fernández', 'Iago Aspas', 'Courtois', 'Odriozola', 'Varane', 'Sergio Ramos', 'Marcelo', 'Casemiro', 'Modrić']",76,83,"['Kroos', 'Vinícius', 'Bale', 'Benzema', 'Pape Cheikh', 'Pione Sisto', 'Losada', 'Iván Villar', 'Jorge Sáenz', 'Aidoo', 'Bermejo', 'Jović', 'Isco', 'Lucas Vázquez', 'Keylor Navas', 'Militão', 'Nacho', 'James Rodríguez']",0,0
2019,1,17/08/2019,Valencia,1-1,Real Sociedad,Camp de Mestalla,Gil Manzano,"['Cillessen', 'Wass', 'Garay', 'Gabriel Paulista', 'Jaume Costa', 'Coquelin', 'Carlos Soler', 'Kondogbia', 'Rodrigo', 'Gameiro', 'Guedes', 'Moyá', 'Zaldúa', 'Le Normand', 'Aihen Muñoz', 'Ødegaard', 'Januzaj', 'Mikel Merino']",83,84,"['Zubeldia', 'Illarramendi', 'Oyarzabal', 'Willian José', 'Piccini', 'Ferran Torres', 'Cheryshev', 'Jaume', 'Manu Vallejo', 'Diakhaby', 'Maxi Gómez', 'Barrenetxea', 'Isak', 'Kevin Rodrigues', 'Remiro', 'Guevara', 'Zurutuza', 'Arambarri']",0,0
2019,1,17/08/2019,Leganés,0-1,Osasuna,Estadio Municipal de Butarque,Alberola Rojas,"['Cuéllar', 'Rosales', 'Siovas', 'Tarín', 'Bustinza', 'Jonathan Silva', 'Óscar', 'Rubén Pérez', 'Eraso', 'En-Nesyri', 'Braithwaite', 'Rubén', 'Nacho Vidal', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Moncayola']",77,77,"['Brašanac', 'Roberto Torres', 'Rober Ibáñez', 'Chimy Ávila', 'Navarro', 'Arnaiz', 'Recio', 'Soriano', 'Omeruo', 'Sabin Merino', 'Ruibal', 'Luis Perea', 'Cardona', 'Lillo', 'Herrera', 'Fran Mérida', 'Brandon', 'Villar']",0,0
2019,1,17/08/2019,Villarreal,4-4,Granada,Estadio de la Cerámica,Cordero Vega,"['Andrés Fernández', 'Rubén Peña', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa', 'Iborra', 'Cazorla', 'Samu', 'Gerard Moreno', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Germán', 'Montoro', 'Eteki']",78,78,"['Vadillo', 'Fede Vico', 'Puertas', 'Soldado', 'Ekambi', 'Bacca', 'Manu Trigueros', 'Asenjo', 'Mario Gaspar', 'Funes Mori', 'Morlanes', 'Machís', 'Azeez', 'Ramos', 'Aarón', 'Neva', 'Herrera', 'Carlos Fernández']",0,0
2019,1,18/08/2019,Alavés,1-0,Levante,Mendizorrotza,Soto Grado,"['Pacheco', 'Martín', 'Aleix Vidal', 'Maripán', 'Rodrigo Ely', 'Duarte', 'Wakaso', 'Manu García', 'Pina', 'Rioja', 'Joselu', 'Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Toño', 'Campaña', 'Melero']",82,84,"['Vukčević', 'Bardhi', 'Mayoral', 'Sergio León', 'Lucas Pérez', 'Tachi', 'Pere Pons', 'Sivera', 'Guidetti', 'Adrián Marín', 'Borja Sainz', 'Roger', 'Morales', 'Rochina', 'Oier Olazábal', 'Hernâni', 'Cabaco', 'Coke']",0,0
2019,1,18/08/2019,Espanyol,0-2,Sevilla,Estadio del RCD Espanyol,Martínez Munuera,"['Diego López', 'Javi López', 'Lluís', 'Naldo', 'Dídac Vilà', 'Marc Roca', 'Melendo', 'Víctor Sánchez', 'Vargas', 'Ferreyra', 'Lei', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Jordán', 'Óliver Torres']",80,80,"['Ocampos', 'Fernando', 'De Jong', 'Nolito', 'Darder', 'Campuzano', 'Calero', 'Andrés Prieto', 'Iturraspe', 'Puado', 'Granero', 'Munir', 'Koundé', 'Gudelj', 'Sergio Rico', 'Escudero', 'Franco Vázquez', 'Bryan Gil']",0,0
2019,1,18/08/2019,Atlético de Madrid,1-0,Getafe,Estadio Metropolitano,Cuadra Fernández,"['Oblak', 'Trippier', 'Savić', 'Giménez', 'Lodi', 'Lemar', 'Saúl', 'João Félix', 'Koke', 'Thomas', 'Morata', 'David Soria', 'Damián Suárez', 'Nyom', 'Cabrera', 'Bruno', 'Djené', 'Cucurella']",91,93,"['Fajr', 'Arambarri', 'Jorge Molina', 'Mata', 'Hermoso', 'Marcos Llorente', 'Vitolo', 'Adán', 'Arias', 'Héctor Herrera', 'Šaponjić', 'Raúl Carnero', 'Enric Gallego', 'Ángel', 'Chichizola', 'Markel Bergara', 'Portillo', 'Etxeita']",0,0
2019,1,17/08/2019,Mallorca,2-1,Eibar,Estadio de Son Moix,Melero López,"['Manolo Reina', 'Sastre', 'Valjent', 'Raíllo', 'Lumor', 'Febas', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Dmitrović', 'Tejero', 'Rober', 'Paulo Oliveira', 'Ramis', 'Pedro León', 'Sergio Álvarez']",70,70,"['Escalante', 'Kike García', 'Orellana', 'Sergi Enrich', 'Xisco Campos', 'Álex Alegría', 'Trajkovski', 'Parera', 'Fran Gámez', 'Chavarría', 'Sedlar', 'Edu Expósito', 'Quique González', 'De Blasis', 'Yoel', 'Bigas', 'Inui', 'Arbilla']",0,0
2019,1,18/08/2019,Betis,1-2,Valladolid,Benito Villamarín,Jaime Latre,"['Joel', 'Emerson', 'Sidnei', 'Bartra', 'Pedraza', 'William Carvalho', 'Javi García', 'Joaquín', 'Tello', 'Fekir', 'Borja Iglesias', 'Masip', 'Moyano', 'Salisu', 'Antoñito', 'Kiko Olivas', 'Nacho', 'Míchel']",78,79,"['Alcaraz', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'Loren', 'Juanmi', 'Dani Martín', 'Feddal', 'Barragán', 'Lainez', 'Kaptoum', 'Anuar', 'Waldo', 'Ünal', 'Lunin', 'Pedro Porro', 'Toni', 'Joaquín']",0,0
2019,2,23/08/2019,Granada,0-1,Sevilla,Estadio Nuevo Los Carmenes,Sánchez Martínez,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Germán', 'Montoro', 'Eteki', 'Vadillo', 'Fede Vico', 'Puertas', 'Soldado', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Jordán', 'Banega']",71,77,"['Ocampos', 'Fernando', 'De Jong', 'Nolito', 'Machís', 'Ramos', 'Carlos Fernández', 'Aarón', 'Martínez', 'Azeez', 'Herrera', 'Gudelj', 'Escudero', 'Franco Vázquez', 'Sergio Rico', 'Munir', 'Koundé', 'Bryan Gil']",0,0
2019,2,23/08/2019,Levante,2-1,Villarreal,Ciutat de Valencia,Munuera Montero,"['Aitor', 'Coke', 'Postigo', 'Rubén Vezo', 'Toño', 'Campaña', 'Vukčević', 'Rochina', 'Bardhi', 'Morales', 'Sergio León', 'Andrés Fernández', 'Mario Gaspar', 'Pau Torres', 'Albiol', 'Alberto Moreno', 'Moi Gómez', 'Iborra']",76,79,"['Cazorla', 'Ekambi', 'Samu', 'Gerard Moreno', 'Roger', 'Miramón', 'Hernâni', 'Oier Olazábal', 'Cabaco', 'Mayoral', 'Melero', 'Manu Trigueros', 'Bacca', 'Ontiveros', 'Asenjo', 'Funes Mori', 'Quintillà', 'Zambo Anguissa']",0,0
2019,2,24/08/2019,Osasuna,0-0,Eibar,Estadio El Sadar,Medié Jiménez,"['Rubén', 'Nacho Vidal', 'Aridane', 'David García', 'Estupiñán', 'Moncayola', 'Brašanac', 'Roberto Torres', 'Rober Ibáñez', 'Chimy Ávila', 'Cardona', 'Dmitrović', 'Tejero', 'Arbilla', 'Paulo Oliveira', 'De Blasis', 'Diop', 'Sergio Álvarez']",70,70,"['Escalante', 'Kike García', 'Orellana', 'Sergi Enrich', 'Rubén García', 'Villar', 'Brandon', 'Herrera', 'Fran Mérida', 'Roncaglia', 'Otegui', 'Charles', 'Edu Expósito', 'Pedro León', 'Yoel', 'Ramis', 'Rober', 'Inui']",0,0
2019,2,24/08/2019,Real Madrid,1-1,Valladolid,Estadio Santiago Bernabeu,González Fuertes,"['Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Marcelo', 'Isco', 'James Rodríguez', 'Casemiro', 'Kroos', 'Bale', 'Benzema', 'Masip', 'Moyano', 'Pedro Porro', 'Salisu', 'Kiko Olivas', 'Nacho', 'Míchel']",88,89,"['Fede San Emeterio', 'Óscar Plano', 'Sergi Guardiola', 'Ünal', 'Lucas Vázquez', 'Vinícius', 'Jović', 'Keylor Navas', 'Militão', 'Nacho', 'Valverde', 'Antoñito', 'Anuar', 'Waldo', 'Lunin', 'Toni', 'Joaquín', 'Miguel']",0,0
2019,2,24/08/2019,Celta de Vigo,1-0,Valencia,Balaidos,Hernández Hernández,"['Rubén Blanco', 'Kevin Vázquez', 'Aidoo', 'Araujo', 'Olaza', 'Brais Méndez', 'Lobotka', 'Fran Beltrán', 'Denis Suárez', 'Gabriel Fernández', 'Iago Aspas', 'Cillessen', 'Piccini', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Parejo']",76,83,"['Kondogbia', 'Gameiro', 'Guedes', 'Maxi Gómez', 'Hugo Mallo', 'Santi Mina', 'Pape Cheikh', 'Iván Villar', 'Jorge Sáenz', 'Bermejo', 'Losada', 'Diakhaby', 'Ferran Torres', 'Rodrigo', 'Jaume', 'Jaume Costa', 'Cheryshev', 'Lee']",0,0
2019,2,24/08/2019,Getafe,1-1,Athletic Club,Coliseum Alfonso Pérez,Mateu Lahoz,"['David Soria', 'Damián Suárez', 'Cabrera', 'Djené', 'Cucurella', 'Raúl Carnero', 'Fajr', 'Maksimović', 'Arambarri', 'Enric Gallego', 'Mata', 'Unai Simón', 'Capa', 'De Marcos', 'Yeray', 'Núñez', 'Yuri', 'Raúl García']",82,84,"['Dani García', 'Beñat', 'Muniain', 'Williams', 'Nyom', 'Markel Bergara', 'Portillo', 'Chichizola', 'Bruno', 'Ángel', 'Etxeita', 'Aduriz', 'San José', 'Larrazabal', 'Herrerín', 'Iñigo Martínez', 'Unai López', 'Ibai Gómez']",0,0
2019,2,25/08/2019,Alavés,0-0,Espanyol,Mendizorrotza,Prieto Iglesias,"['Pacheco', 'Martín', 'Aleix Vidal', 'Rodrigo Ely', 'Adrián Marín', 'Duarte', 'Wakaso', 'Manu García', 'Pina', 'Rioja', 'Lucas Pérez', 'Diego López', 'Corchia', 'Calero', 'Naldo', 'Dídac Vilà', 'Marc Roca', 'Melendo']",82,84,"['Darder', 'Víctor Sánchez', 'Campuzano', 'Vargas', 'Pere Pons', 'Borja Sainz', 'Joselu', 'Sivera', 'Guidetti', 'Javi Muñoz', 'Tachi', 'Lei', 'Javi López', 'Ferreyra', 'Andrés Prieto', 'Bernardo', 'Granero', 'Pol Lozano']",0,0
2019,2,25/08/2019,Mallorca,0-1,Real Sociedad,Estadio de Son Moix,Pizarro Gómez,"['Manolo Reina', 'Sastre', 'Valjent', 'Raíllo', 'Lumor', 'Febas', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Moyá', 'Zaldúa', 'Le Normand', 'Aihen Muñoz', 'Ødegaard', 'Januzaj', 'Mikel Merino']",70,70,"['Zubeldia', 'Illarramendi', 'Oyarzabal', 'Willian José', 'Chavarría', 'Álex Alegría', 'Trajkovski', 'Parera', 'Xisco Campos', 'Pedraza', 'Sedlar', 'Zurutuza', 'Isak', 'Portu', 'Remiro', 'Llorente', 'Guevara', 'Gorosabel']",0,0
2019,2,25/08/2019,Barcelona,5-2,Betis,Camp Nou,González González,"['Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Jordi Alba', 'De Jong', 'Sergi Roberto', 'Rafinha', 'Busquets', 'Carles Pérez', 'Griezmann', 'Dani Martín', 'Emerson', 'Sidnei', 'Bartra', 'Pedraza', 'Guardado', 'William Carvalho']",90,93,"['Canales', 'Loren', 'Tello', 'Fekir', 'Vidal', 'Junior Firpo', 'Ansu Fati', 'Rakitić', 'Arthur', 'Umtiti', 'Peña', 'Lainez', 'Kaptoum', 'Joaquín', 'Javi García', 'Juanmi', 'Mandi', 'Rebollo']",0,0
2019,2,25/08/2019,Leganés,0-1,Atlético de Madrid,Estadio Municipal de Butarque,De Burgos Bengoetxea,"['Soriano', 'Rosales', 'Siovas', 'Tarín', 'Omeruo', 'Jonathan Silva', 'Rubén Pérez', 'Eraso', 'Roque Mesa', 'En-Nesyri', 'Braithwaite', 'Oblak', 'Trippier', 'Hermoso', 'Savić', 'Giménez', 'Lemar', 'Saúl']",69,77,"['João Félix', 'Koke', 'Thomas', 'Morata', 'Arnaiz', 'Bustinza', 'Avi', 'Navarro', 'Recio', 'Sabin Merino', 'Grandi', 'Marcos Llorente', 'Felipe', 'Vitolo', 'Adán', 'Arias', 'Héctor Herrera', 'Šaponjić']",0,0
2019,3,30/08/2019,Sevilla,1-1,Celta de Vigo,Estadio Ramón Sánchez-Pizjuán,Del Cerro Grande,"['Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Jordán', 'Banega', 'Fernando', 'De Jong', 'Munir', 'Nolito', 'Rubén Blanco', 'Kevin Vázquez', 'Aidoo', 'Araujo', 'Olaza', 'Brais Méndez', 'Lobotka']",81,82,"['Fran Beltrán', 'Denis Suárez', 'Gabriel Fernández', 'Iago Aspas', 'Rony Lopes', 'Bryan Gil', 'Franco Vázquez', 'Sergio Rico', 'Koundé', 'Escudero', 'Óliver Torres', 'David Costas', 'Santi Mina', 'Hugo Mallo', 'Sergio Álvarez', 'Pape Cheikh', 'Bermejo', 'Losada']",0,0
2019,3,30/08/2019,Athletic Club,2-0,Real Sociedad,San Mamés,Estrada Fernández,"['Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García', 'Unai López', 'Córdoba', 'Muniain', 'Williams', 'Moyá', 'Zaldúa', 'Llorente', 'Aihen Muñoz', 'Ødegaard', 'Januzaj', 'Mikel Merino']",73,84,"['Zubeldia', 'Illarramendi', 'Oyarzabal', 'Willian José', 'Beñat', 'Aduriz', 'Ibai Gómez', 'Herrerín', 'Núñez', 'Larrazabal', 'Balenziaga', 'Portu', 'Isak', 'Sangalli', 'Remiro', 'Zurutuza', 'Gorosabel', 'Le Normand']",0,0
2019,3,31/08/2019,Osasuna,2-2,Barcelona,Estadio El Sadar,Martínez Munuera,"['Rubén', 'Nacho Vidal', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Rubén García', 'Roberto Torres', 'Fran Mérida', 'Chimy Ávila', 'Brandon', 'Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Jordi Alba', 'De Jong', 'Sergi Roberto']",70,70,"['Rafinha', 'Busquets', 'Carles Pérez', 'Griezmann', 'Moncayola', 'Villar', 'Rober Ibáñez', 'Herrera', 'Roncaglia', 'Brašanac', 'Adrián López', 'Ansu Fati', 'Arthur', 'Vidal', 'Rakitić', 'Wagué', 'Umtiti', 'Peña']",0,0
2019,3,31/08/2019,Getafe,1-1,Alavés,Coliseum Alfonso Pérez,Melero López,"['David Soria', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Cucurella', 'Timor', 'Fajr', 'Arambarri', 'Jorge Molina', 'Mata', 'Sivera', 'Martín', 'Aleix Vidal', 'Laguardia', 'Rodrigo Ely', 'Adrián Marín', 'Duarte']",82,84,"['Wakaso', 'Manu García', 'Pina', 'Joselu', 'Ángel', 'Portillo', 'Markel Bergara', 'Chichizola', 'Bruno', 'Enric Gallego', 'Raúl Carnero', 'Rioja', 'Lucas Pérez', 'Tachi', 'Pacheco', 'Javi Muñoz', 'Pere Pons', 'Borja Sainz']",0,0
2019,3,31/08/2019,Levante,2-0,Valladolid,Ciutat de Valencia,Cordero Vega,"['Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Clerc', 'Campaña', 'Vukčević', 'Rochina', 'Mayoral', 'Morales', 'Roger', 'Masip', 'Pedro Porro', 'Salisu', 'Kiko Olivas', 'Nacho', 'Waldo', 'Míchel']",76,79,"['Fede San Emeterio', 'Óscar Plano', 'Sergi Guardiola', 'Ünal', 'Sergio León', 'Cabaco', 'Bardhi', 'Oier Olazábal', 'Toño', 'Hernâni', 'Melero', 'Anuar', 'Miguel', 'Toni', 'Lunin', 'Barba', 'Antoñito', 'Joaquín']",0,0
2019,3,31/08/2019,Betis,2-1,Leganés,Benito Villamarín,Cuadra Fernández,"['Joel', 'Emerson', 'Mandi', 'Sidnei', 'Pedraza', 'Guardado', 'William Carvalho', 'Canales', 'Joaquín', 'Loren', 'Fekir', 'Cuéllar', 'Navarro', 'Siovas', 'Omeruo', 'Bustinza', 'Jonathan Silva', 'Óscar']",78,79,"['Rubén Pérez', 'Roque Mesa', 'En-Nesyri', 'Braithwaite', 'Javi García', 'Bartra', 'Borja Iglesias', 'Dani Martín', 'Juanmi', 'Àlex Moreno', 'Kaptoum', 'Arnaiz', 'Sabin Merino', 'Ruibal', 'Soriano', 'Recio', 'Awaziem', 'Eraso']",0,0
2019,3,01/09/2019,Valencia,2-0,Mallorca,Camp de Mestalla,Alberola Rojas,"['Cillessen', 'Wass', 'Garay', 'Diakhaby', 'Gayà', 'Coquelin', 'Parejo', 'Ferran Torres', 'Rodrigo', 'Gameiro', 'Guedes', 'Manolo Reina', 'Sastre', 'Valjent', 'Raíllo', 'Lumor', 'Febas', 'Dani Rodríguez']",83,84,"['Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Lee', 'Maxi Gómez', 'Cheryshev', 'Jaume', 'Jaume Costa', 'Gabriel Paulista', 'Kondogbia', 'Salibur', 'Kubo', 'Trajkovski', 'Parera', 'Xisco Campos', 'Pedraza', 'Chavarría']",0,0
2019,3,01/09/2019,Atlético de Madrid,3-2,Eibar,Estadio Metropolitano,Jaime Latre,"['Oblak', 'Trippier', 'Hermoso', 'Giménez', 'Lodi', 'Marcos Llorente', 'Lemar', 'Saúl', 'João Félix', 'Koke', 'Diego Costa', 'Dmitrović', 'Tejero', 'Arbilla', 'Ramis', 'Inui', 'Pedro León', 'Edu Expósito']",91,93,"['Diop', 'Sergio Álvarez', 'Charles', 'Orellana', 'Thomas', 'Riquelme', 'Vitolo', 'Adán', 'Arias', 'Héctor Herrera', 'Felipe', 'Paulo Oliveira', 'Kike García', 'Rober', 'Yoel', 'Escalante', 'Quique González', 'De Blasis']",0,0
2019,3,01/09/2019,Espanyol,0-3,Granada,Estadio del RCD Espanyol,Soto Grado,"['Diego López', 'Corchia', 'Calero', 'Naldo', 'Dídac Vilà', 'Marc Roca', 'Melendo', 'Darder', 'Víctor Sánchez', 'Vargas', 'Lei', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Germán', 'Herrera', 'Montoro']",80,80,"['Machís', 'Fede Vico', 'Puertas', 'Soldado', 'Ferreyra', 'Calleri', 'Andrés Prieto', 'Puado', 'Bernardo', 'Granero', 'Pol Lozano', 'Carlos Fernández', 'Azeez', 'Martínez', 'Aarón', 'Vadillo', 'Neva', 'Ramos']",0,0
2019,3,01/09/2019,Villarreal,2-2,Real Madrid,Estadio de la Cerámica,Gil Manzano,"['Andrés Fernández', 'Mario Gaspar', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Iborra', 'Cazorla', 'Ekambi', 'Samu', 'Gerard Moreno', 'Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Mendy', 'Lucas Vázquez', 'Casemiro']",78,78,"['Kroos', 'Jović', 'Bale', 'Benzema', 'Bacca', 'Ontiveros', 'Zambo Anguissa', 'Asenjo', 'Funes Mori', 'Manu Trigueros', 'Rubén Peña', 'Valverde', 'Vinícius', 'Modrić', 'Keylor Navas', 'Militão', 'Marcelo', 'Odriozola']",0,0
2019,4,15/09/2019,Alavés,0-1,Sevilla,Mendizorrotza,Hernández Hernández,"['Pacheco', 'Martín', 'Aleix Vidal', 'Laguardia', 'Rodrigo Ely', 'Duarte', 'Wakaso', 'Pere Pons', 'Pina', 'Lucas Pérez', 'Joselu', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Jordán', 'Óliver Torres']",82,84,"['Banega', 'Ocampos', 'Fernando', 'De Jong', 'Manu García', 'Borja Sainz', 'Burke', 'Sivera', 'Magallán', 'Adrián Marín', 'Tachi', 'Chicharito Hernández', 'Franco Vázquez', 'Gudelj', 'Bono', 'Munir', 'Koundé', 'Escudero']",0,0
2019,4,14/09/2019,Barcelona,5-2,Valencia,Camp Nou,Sánchez Martínez,"['Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Jordi Alba', 'De Jong', 'Arthur', 'Busquets', 'Ansu Fati', 'Carles Pérez', 'Griezmann', 'Cillessen', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Coquelin', 'Parejo']",90,93,"['Ferran Torres', 'Rodrigo', 'Gameiro', 'Guedes', 'Vidal', 'Rakitić', 'Luis Suárez', 'Todibo', 'Sergi Roberto', 'Junior Firpo', 'Peña', 'Cheryshev', 'Maxi Gómez', 'Lee', 'Jaume', 'Jaume Costa', 'Kondogbia', 'Diakhaby']",0,0
2019,4,15/09/2019,Betis,1-1,Getafe,Benito Villamarín,González González,"['Joel', 'Barragán', 'Mandi', 'Sidnei', 'Pedraza', 'Kaptoum', 'William Carvalho', 'Canales', 'Joaquín', 'Fekir', 'Borja Iglesias', 'David Soria', 'Jason', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Cucurella']",78,79,"['Maksimović', 'Arambarri', 'Jorge Molina', 'Mata', 'Àlex Moreno', 'Javi García', 'Loren', 'Dani Martín', 'Bartra', 'Juanmi', 'Lainez', 'Ángel', 'Enric Gallego', 'Timor', 'Chichizola', 'Kenedy', 'Portillo', 'Etxeita']",0,0
2019,4,15/09/2019,Celta de Vigo,0-2,Granada,Balaidos,Prieto Iglesias,"['Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Jorge Sáenz', 'Olaza', 'Brais Méndez', 'Lobotka', 'Fran Beltrán', 'Denis Suárez', 'Santi Mina', 'Iago Aspas', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Germán', 'Herrera', 'Montoro']",76,83,"['Machís', 'Fede Vico', 'Puertas', 'Soldado', 'Pione Sisto', 'Pape Cheikh', 'Araujo', 'Sergio Álvarez', 'Gabriel Fernández', 'Kevin Vázquez', 'Losada', 'Vadillo', 'Carlos Fernández', 'Azeez', 'Aarón', 'Gonalons', 'Martínez', 'Ramos']",0,0
2019,4,15/09/2019,Eibar,1-2,Espanyol,Estadio Municipal de Ipurua,Pizarro Gómez,"['Dmitrović', 'Tejero', 'Arbilla', 'Ramis', 'José Ángel', 'Inui', 'Edu Expósito', 'Diop', 'Charles', 'Orellana', 'Sergi Enrich', 'Diego López', 'Javi López', 'Calero', 'Naldo', 'Dídac Vilà', 'Marc Roca', 'Melendo']",80,81,"['Darder', 'Víctor Sánchez', 'Calleri', 'Ferreyra', 'Sergio Álvarez', 'Quique González', 'Escalante', 'Yoel', 'Bigas', 'Kike García', 'Pedro León', 'Granero', 'Pedrosa', 'Vargas', 'Andrés Prieto', 'Lluís', 'Lei', 'Bernardo']",0,0
2019,4,14/09/2019,Leganés,0-3,Villarreal,Estadio Municipal de Butarque,Medié Jiménez,"['Soriano', 'Siovas', 'Awaziem', 'Bustinza', 'Jonathan Silva', 'Óscar', 'Rubén Pérez', 'Roque Mesa', 'Arnaiz', 'En-Nesyri', 'Braithwaite', 'Asenjo', 'Mario Gaspar', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa']",69,77,"['Iborra', 'Cazorla', 'Bacca', 'Gerard Moreno', 'Eraso', 'Carrillo', 'Ruibal', 'Navarro', 'Recio', 'Kevin Rodrigues', 'Grandi', 'Rubén Peña', 'Ekambi', 'Ontiveros', 'Andrés Fernández', 'Funes Mori', 'Samu', 'Manu Trigueros']",0,0
2019,4,13/09/2019,Mallorca,0-0,Athletic Club,Estadio de Son Moix,González Fuertes,"['Manolo Reina', 'Sastre', 'Valjent', 'Raíllo', 'Baba Rahman', 'Febas', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García']",70,70,"['Unai López', 'Córdoba', 'Muniain', 'Williams', 'Kubo', 'Abdón Prats', 'Álex Alegría', 'Fabricio', 'Señé', 'Xisco Campos', 'Trajkovski', 'Beñat', 'Larrazabal', 'Aduriz', 'Herrerín', 'Núñez', 'Ibai Gómez', 'Balenziaga']",0,0
2019,4,14/09/2019,Real Madrid,3-2,Levante,Estadio Santiago Bernabeu,De Burgos Bengoetxea,"['Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Marcelo', 'Lucas Vázquez', 'James Rodríguez', 'Casemiro', 'Kroos', 'Benzema', 'Vinícius', 'Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Duarte', 'Clerc', 'Campaña']",88,89,"['Vukčević', 'Rochina', 'Mayoral', 'Morales', 'Militão', 'Jović', 'Hazard', 'Areola', 'Nacho', 'Mendy', 'Rodrygo', 'Melero', 'Roger', 'Bardhi', 'Oier Olazábal', 'Sergio León', 'Cabaco', 'Coke']",0,0
2019,4,14/09/2019,Real Sociedad,2-0,Atlético de Madrid,Anoeta,Mateu Lahoz,"['Moyá', 'Zaldúa', 'Elustondo', 'Llorente', 'Monreal', 'Ødegaard', 'Mikel Merino', 'Zubeldia', 'Isak', 'Oyarzabal', 'Portu', 'Oblak', 'Trippier', 'Savić', 'Giménez', 'Lodi', 'Lemar', 'Saúl']",80,80,"['João Félix', 'Koke', 'Vitolo', 'Diego Costa', 'Januzaj', 'Zurutuza', 'Willian José', 'Remiro', 'Guevara', 'Sangalli', 'Le Normand', 'Adán', 'Correa', 'Marcos Llorente', 'Arias', 'Héctor Herrera', 'Felipe', 'Hermoso']",0,0
