Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee
2016,23,20/02/2017,Málaga,2-1,Las Palmas,La Rosaleda,Sánchez Martínez
2016,16,22/02/2017,Valencia,2-1,Real Madrid,Camp de Mestalla,De Burgos Bengoetxea
2016,24,24/02/2017,Las Palmas,0-1,Real Sociedad,Estadio de Gran Canaria,Martínez Munuera
2016,24,25/02/2017,Alavés,2-1,Valencia,Mendizorrotza,Melero López
2016,24,25/02/2017,Betis,1-2,Sevilla,Benito Villamarín,Del Cerro Grande
2016,24,25/02/2017,Leganés,4-0,Deportivo de La Coruña,Estadio Municipal de Butarque,Munuera Montero
2016,24,25/02/2017,Eibar,3-0,Málaga,Estadio Municipal de Ipurua,Estrada Fernández
2016,24,26/02/2017,Espanyol,3-0,Osasuna,Power8 Stadium,Clos Gómez
2016,24,26/02/2017,Atlético de Madrid,1-2,Barcelona,Vicente Calderón,Mateu Lahoz
2016,24,26/02/2017,Athletic Club,3-1,Granada,San Mamés,Trujillo Suárez
2016,24,26/02/2017,Sporting de Gijón,1-1,Celta de Vigo,El Molinón,De Burgos Bengoetxea
2016,24,26/02/2017,Villarreal,2-3,Real Madrid,Estadio de la Cerámica,Gil Manzano
2016,25,28/02/2017,Real Sociedad,2-2,Eibar,Anoeta,Undiano Mallenco
2016,25,28/02/2017,Málaga,1-2,Betis,La Rosaleda,Hernández Hernández
2016,25,28/02/2017,Valencia,1-0,Leganés,Camp de Mestalla,Bikandi Garrido
2016,25,01/03/2017,Osasuna,1-4,Villarreal,Estadio El Sadar,González González
2016,25,01/03/2017,Barcelona,6-1,Sporting de Gijón,Camp Nou,Sánchez Martínez
2016,25,01/03/2017,Celta de Vigo,2-2,Espanyol,Balaidos,Jaime Latre
2016,25,01/03/2017,Real Madrid,3-3,Las Palmas,Estadio Santiago Bernabeu,Fernández Borbalán
2016,25,01/03/2017,Granada,2-1,Alavés,Estadio Nuevo Los Carmenes,Iglesias Villanueva
2016,25,02/03/2017,Deportivo de La Coruña,1-1,Atlético de Madrid,Estadio Municipal de Riazor,Clos Gómez
2016,25,02/03/2017,Sevilla,1-0,Athletic Club,Estadio Ramón Sánchez-Pizjuán,Ocón Arraiz
2016,26,03/03/2017,Betis,2-3,Real Sociedad,Benito Villamarín,Iglesias Villanueva
2016,26,04/03/2017,Leganés,1-0,Granada,Estadio Municipal de Butarque,Martínez Munuera
2016,26,04/03/2017,Eibar,1-4,Real Madrid,Estadio Municipal de Ipurua,González González
2016,26,04/03/2017,Villarreal,2-0,Espanyol,Estadio de la Cerámica,De Burgos Bengoetxea
2016,26,04/03/2017,Barcelona,5-0,Celta de Vigo,Camp Nou,Gil Manzano
2016,26,05/03/2017,Sporting de Gijón,0-1,Deportivo de La Coruña,El Molinón,Mateu Lahoz
2016,26,05/03/2017,Atlético de Madrid,3-0,Valencia,Vicente Calderón,Estrada Fernández
2016,26,05/03/2017,Las Palmas,5-2,Osasuna,Estadio de Gran Canaria,Del Cerro Grande
2016,26,05/03/2017,Athletic Club,1-0,Málaga,San Mamés,Álvarez Izquierdo
2016,26,06/03/2017,Alavés,1-1,Sevilla,Mendizorrotza,Trujillo Suárez
2016,21,08/03/2017,Deportivo de La Coruña,1-1,Betis,Estadio Municipal de Riazor,Álvarez Izquierdo
2016,27,10/03/2017,Espanyol,4-3,Las Palmas,Power8 Stadium,Munuera Montero
2016,27,11/03/2017,Valencia,1-1,Sporting de Gijón,Camp de Mestalla,Álvarez Izquierdo
2016,27,11/03/2017,Sevilla,1-1,Leganés,Estadio Ramón Sánchez-Pizjuán,González González
2016,27,11/03/2017,Málaga,1-2,Alavés,La Rosaleda,Undiano Mallenco
2016,27,11/03/2017,Granada,0-1,Atlético de Madrid,Estadio Nuevo Los Carmenes,Hernández Hernández
2016,27,12/03/2017,Real Sociedad,0-2,Athletic Club,Anoeta,Sánchez Martínez
2016,27,12/03/2017,Deportivo de La Coruña,2-1,Barcelona,Estadio Municipal de Riazor,Fernández Borbalán
2016,27,12/03/2017,Celta de Vigo,0-1,Villarreal,Balaidos,Melero López
2016,27,12/03/2017,Real Madrid,2-1,Betis,Estadio Santiago Bernabeu,Mateu Lahoz
2016,27,13/03/2017,Osasuna,1-1,Eibar,Estadio El Sadar,Jaime Latre
2016,28,17/03/2017,Las Palmas,1-0,Villarreal,Estadio de Gran Canaria,Bikandi Garrido
2016,28,18/03/2017,Eibar,1-1,Espanyol,Estadio Municipal de Ipurua,Fernández Borbalán
2016,28,18/03/2017,Athletic Club,1-2,Real Madrid,San Mamés,Jaime Latre
2016,28,18/03/2017,Alavés,1-0,Real Sociedad,Mendizorrotza,Del Cerro Grande
2016,28,18/03/2017,Betis,2-0,Osasuna,Benito Villamarín,Álvarez Izquierdo
2016,28,19/03/2017,Leganés,0-0,Málaga,Estadio Municipal de Butarque,Mateu Lahoz
2016,28,19/03/2017,Atlético de Madrid,3-1,Sevilla,Vicente Calderón,Gil Manzano
2016,28,19/03/2017,Sporting de Gijón,3-1,Granada,El Molinón,Estrada Fernández
2016,28,19/03/2017,Deportivo de La Coruña,0-1,Celta de Vigo,Estadio Municipal de Riazor,Martínez Munuera
2016,28,19/03/2017,Barcelona,4-2,Valencia,Camp Nou,Hernández Hernández
2016,29,31/03/2017,Espanyol,2-1,Betis,Power8 Stadium,González González
2016,29,01/04/2017,Villarreal,2-3,Eibar,Estadio de la Cerámica,Ocón Arraiz
2016,29,01/04/2017,Osasuna,1-2,Athletic Club,Estadio El Sadar,Munuera Montero
2016,29,01/04/2017,Real Sociedad,1-1,Leganés,Anoeta,Melero López
2016,29,01/04/2017,Málaga,0-2,Atlético de Madrid,La Rosaleda,Trujillo Suárez
2016,29,02/04/2017,Sevilla,0-0,Sporting de Gijón,Estadio Ramón Sánchez-Pizjuán,Bikandi Garrido
2016,29,02/04/2017,Real Madrid,3-0,Alavés,Estadio Santiago Bernabeu,Sánchez Martínez
2016,29,02/04/2017,Valencia,3-0,Deportivo de La Coruña,Camp de Mestalla,De Burgos Bengoetxea
2016,29,02/04/2017,Granada,1-4,Barcelona,Estadio Nuevo Los Carmenes,Jaime Latre
2016,29,03/04/2017,Celta de Vigo,3-1,Las Palmas,Balaidos,Clos Gómez
2016,30,04/04/2017,Athletic Club,2-0,Espanyol,San Mamés,Martínez Munuera
2016,30,04/04/2017,Betis,0-1,Villarreal,Benito Villamarín,Gil Manzano
2016,30,04/04/2017,Atlético de Madrid,1-0,Real Sociedad,Vicente Calderón,Undiano Mallenco
2016,30,05/04/2017,Barcelona,3-0,Sevilla,Camp Nou,Clos Gómez
2016,30,05/04/2017,Alavés,0-1,Osasuna,Mendizorrotza,Estrada Fernández
2016,30,05/04/2017,Deportivo de La Coruña,0-0,Granada,Estadio Municipal de Riazor,Del Cerro Grande
2016,30,05/04/2017,Sporting de Gijón,0-1,Málaga,El Molinón,Sánchez Martínez
2016,30,05/04/2017,Leganés,2-4,Real Madrid,Estadio Municipal de Butarque,Álvarez Izquierdo
2016,30,06/04/2017,Eibar,3-1,Las Palmas,Estadio Municipal de Ipurua,Iglesias Villanueva
2016,30,06/04/2017,Valencia,3-2,Celta de Vigo,Camp de Mestalla,Fernández Borbalán
2016,31,07/04/2017,Villarreal,3-1,Athletic Club,Estadio de la Cerámica,Trujillo Suárez
2016,31,08/04/2017,Espanyol,1-0,Alavés,Power8 Stadium,Melero López
2016,31,08/04/2017,Real Madrid,1-1,Atlético de Madrid,Estadio Santiago Bernabeu,De Burgos Bengoetxea
2016,31,08/04/2017,Sevilla,4-2,Deportivo de La Coruña,Estadio Ramón Sánchez-Pizjuán,Jaime Latre
2016,31,08/04/2017,Málaga,2-0,Barcelona,La Rosaleda,Gil Manzano
2016,31,09/04/2017,Granada,1-3,Valencia,Estadio Nuevo Los Carmenes,Bikandi Garrido
2016,31,09/04/2017,Celta de Vigo,0-2,Eibar,Balaidos,Munuera Montero
2016,31,09/04/2017,Osasuna,2-1,Leganés,Estadio El Sadar,Ocón Arraiz
2016,31,09/04/2017,Las Palmas,4-1,Betis,Estadio de Gran Canaria,Sánchez Martínez
2016,31,10/04/2017,Real Sociedad,3-1,Sporting de Gijón,Anoeta,González González
2016,32,14/04/2017,Athletic Club,5-1,Las Palmas,San Mamés,Estrada Fernández
2016,32,15/04/2017,Deportivo de La Coruña,2-0,Málaga,Estadio Municipal de Riazor,Undiano Mallenco
2016,32,15/04/2017,Sporting de Gijón,2-3,Real Madrid,El Molinón,Fernández Borbalán
2016,32,15/04/2017,Atlético de Madrid,3-0,Osasuna,Vicente Calderón,Melero López
2016,32,15/04/2017,Barcelona,3-2,Real Sociedad,Camp Nou,Martínez Munuera
2016,32,16/04/2017,Leganés,0-1,Espanyol,Estadio Municipal de Butarque,Clos Gómez
2016,32,16/04/2017,Valencia,0-0,Sevilla,Camp de Mestalla,González González
2016,32,16/04/2017,Betis,2-0,Eibar,Benito Villamarín,Mateu Lahoz
2016,32,16/04/2017,Granada,0-3,Celta de Vigo,Estadio Nuevo Los Carmenes,Sánchez Martínez
2016,32,17/04/2017,Alavés,2-1,Villarreal,Mendizorrotza,Álvarez Izquierdo
2016,33,21/04/2017,Sevilla,2-0,Granada,Estadio Ramón Sánchez-Pizjuán,Trujillo Suárez
2016,33,22/04/2017,Málaga,2-0,Valencia,La Rosaleda,Iglesias Villanueva
2016,33,22/04/2017,Villarreal,2-1,Leganés,Estadio de la Cerámica,Jaime Latre
2016,33,22/04/2017,Osasuna,2-2,Sporting de Gijón,Estadio El Sadar,Gil Manzano
2016,33,22/04/2017,Espanyol,0-1,Atlético de Madrid,Power8 Stadium,Bikandi Garrido
2016,33,23/04/2017,Real Sociedad,1-0,Deportivo de La Coruña,Anoeta,Ocón Arraiz
2016,33,23/04/2017,Celta de Vigo,0-1,Betis,Balaidos,De Burgos Bengoetxea
2016,33,23/04/2017,Las Palmas,1-1,Alavés,Estadio de Gran Canaria,Munuera Montero
2016,33,23/04/2017,Real Madrid,2-3,Barcelona,Estadio Santiago Bernabeu,Hernández Hernández
2016,33,24/04/2017,Eibar,0-1,Athletic Club,Estadio Municipal de Ipurua,Del Cerro Grande
2016,34,25/04/2017,Sporting de Gijón,1-1,Espanyol,El Molinón,Melero López
2016,34,25/04/2017,Granada,0-2,Málaga,Estadio Nuevo Los Carmenes,Clos Gómez
2016,34,25/04/2017,Atlético de Madrid,0-1,Villarreal,Vicente Calderón,Iglesias Villanueva
2016,34,26/04/2017,Barcelona,7-1,Osasuna,Camp Nou,Munuera Montero
2016,34,26/04/2017,Valencia,2-3,Real Sociedad,Camp de Mestalla,Del Cerro Grande
2016,34,26/04/2017,Leganés,3-0,Las Palmas,Estadio Municipal de Butarque,Bikandi Garrido
2016,34,26/04/2017,Deportivo de La Coruña,2-6,Real Madrid,Estadio Municipal de Riazor,Sánchez Martínez
2016,34,27/04/2017,Alavés,0-0,Eibar,Mendizorrotza,Trujillo Suárez
2016,34,27/04/2017,Sevilla,2-1,Celta de Vigo,Estadio Ramón Sánchez-Pizjuán,Gil Manzano
2016,34,27/04/2017,Athletic Club,2-1,Betis,San Mamés,González González
2016,35,28/04/2017,Villarreal,3-1,Sporting de Gijón,Estadio de la Cerámica,Estrada Fernández
2016,35,29/04/2017,Real Sociedad,2-1,Granada,Anoeta,Mateu Lahoz
2016,35,29/04/2017,Real Madrid,2-1,Valencia,Estadio Santiago Bernabeu,Gil Manzano
2016,35,29/04/2017,Las Palmas,0-5,Atlético de Madrid,Estadio de Gran Canaria,De Burgos Bengoetxea
2016,35,29/04/2017,Espanyol,0-3,Barcelona,Power8 Stadium,Undiano Mallenco
2016,35,30/04/2017,Osasuna,2-2,Deportivo de La Coruña,Estadio El Sadar,Hernández Hernández
2016,35,30/04/2017,Betis,1-4,Alavés,Benito Villamarín,Ocón Arraiz
2016,35,30/04/2017,Eibar,2-0,Leganés,Estadio Municipal de Ipurua,Álvarez Izquierdo
2016,35,30/04/2017,Celta de Vigo,0-3,Athletic Club,Balaidos,Fernández Borbalán
2016,35,01/05/2017,Málaga,4-2,Sevilla,La Rosaleda,Martínez Munuera
2016,36,05/05/2017,Sevilla,1-1,Real Sociedad,Estadio Ramón Sánchez-Pizjuán,González González
2016,36,06/05/2017,Sporting de Gijón,1-0,Las Palmas,El Molinón,Jaime Latre
2016,36,06/05/2017,Atlético de Madrid,1-0,Eibar,Vicente Calderón,Fernández Borbalán
2016,36,06/05/2017,Barcelona,4-1,Villarreal,Camp Nou,Sánchez Martínez
2016,36,06/05/2017,Granada,0-4,Real Madrid,Estadio Nuevo Los Carmenes,Iglesias Villanueva
2016,36,07/05/2017,Alavés,1-0,Athletic Club,Mendizorrotza,Martínez Munuera
2016,36,07/05/2017,Valencia,4-1,Osasuna,Camp de Mestalla,Clos Gómez
2016,36,07/05/2017,Deportivo de La Coruña,1-2,Espanyol,Estadio Municipal de Riazor,Mateu Lahoz
2016,36,07/05/2017,Málaga,3-0,Celta de Vigo,La Rosaleda,Del Cerro Grande
2016,36,08/05/2017,Leganés,4-0,Betis,Estadio Municipal de Butarque,Trujillo Suárez
2016,37,13/05/2017,Espanyol,0-1,Valencia,Power8 Stadium,Ocón Arraiz
2016,37,13/05/2017,Osasuna,2-1,Granada,Estadio El Sadar,Bikandi Garrido
2016,37,14/05/2017,Alavés,3-1,Celta de Vigo,Mendizorrotza,Munuera Montero
2016,37,14/05/2017,Betis,1-1,Atlético de Madrid,Benito Villamarín,Álvarez Izquierdo
2016,37,14/05/2017,Eibar,0-1,Sporting de Gijón,Estadio Municipal de Ipurua,Martínez Munuera
2016,37,14/05/2017,Las Palmas,1-4,Barcelona,Estadio de Gran Canaria,González González
2016,37,14/05/2017,Villarreal,0-0,Deportivo de La Coruña,Estadio de la Cerámica,Gil Manzano
2016,37,14/05/2017,Athletic Club,1-1,Leganés,San Mamés,Fernández Borbalán
2016,37,14/05/2017,Real Madrid,4-1,Sevilla,Estadio Santiago Bernabeu,Undiano Mallenco
2016,37,14/05/2017,Real Sociedad,2-2,Málaga,Anoeta,Jaime Latre
2016,21,17/05/2017,Celta de Vigo,1-4,Real Madrid,Balaidos,Martínez Munuera
2016,38,19/05/2017,Granada,1-2,Espanyol,Estadio Nuevo Los Carmenes,Clos Gómez
2016,38,20/05/2017,Sporting de Gijón,2-2,Betis,El Molinón,Iglesias Villanueva
2016,38,20/05/2017,Deportivo de La Coruña,3-0,Las Palmas,Estadio Municipal de Riazor,Melero López
2016,38,20/05/2017,Leganés,1-1,Alavés,Estadio Municipal de Butarque,González González
2016,38,20/05/2017,Sevilla,5-0,Osasuna,Estadio Ramón Sánchez-Pizjuán,Del Cerro Grande
2016,38,21/05/2017,Atlético de Madrid,3-1,Athletic Club,Vicente Calderón,Estrada Fernández
2016,38,21/05/2017,Valencia,1-3,Villarreal,Camp de Mestalla,Fernández Borbalán
2016,38,21/05/2017,Celta de Vigo,2-2,Real Sociedad,Balaidos,Sánchez Martínez
2016,38,21/05/2017,Málaga,0-2,Real Madrid,La Rosaleda,De Burgos Bengoetxea
2016,38,21/05/2017,Barcelona,4-2,Eibar,Camp Nou,Hernández Hernández
2017,1,21/08/2017,Levante,1-0,Villarreal,Álvarez Izquierdo,Álvarez Izquierdo
2017,1,19/08/2017,Celta de Vigo,2-3,Real Sociedad,Balaidos,Mateu Lahoz
2017,1,20/08/2017,Athletic Club,0-0,Getafe,San Mamés,Melero López
2017,1,19/08/2017,Girona,2-2,Atlético de Madrid,Montilivi,Martínez Munuera
2017,1,19/08/2017,Sevilla,1-1,Espanyol,Estadio Ramón Sánchez-Pizjuán,Hernández Hernández
2017,1,21/08/2017,Málaga,0-1,Eibar,Medié Jiménez,Medié Jiménez
2017,1,20/08/2017,Barcelona,2-0,Betis,Camp Nou,Trujillo Suárez
2017,1,20/08/2017,Deportivo de La Coruña,0-3,Real Madrid,Estadio Municipal de Riazor,González González
2017,1,18/08/2017,Valencia,1-0,Las Palmas,Camp de Mestalla,Gil Manzano
2017,1,18/08/2017,Leganés,1-0,Alavés,Estadio Municipal de Butarque,Munuera Montero
2017,2,25/08/2017,Real Sociedad,3-0,Villarreal,Anoeta,Estrada Fernández
2017,2,26/08/2017,Alavés,0-2,Barcelona,Mendizorrotza,Del Cerro Grande
2017,2,27/08/2017,Espanyol,0-1,Leganés,Estadio del RCD Espanyol,González Fuertes
2017,2,26/08/2017,Levante,2-2,Deportivo de La Coruña,Ciutat de Valencia,Alberola Rojas
2017,2,26/08/2017,Las Palmas,1-5,Atlético de Madrid,Estadio de Gran Canaria,Iglesias Villanueva
2017,2,26/08/2017,Girona,1-0,Málaga,Montilivi,Jaime Latre
2017,2,27/08/2017,Real Madrid,2-2,Valencia,Estadio Santiago Bernabeu,Fernández Borbalán
2017,2,27/08/2017,Getafe,0-1,Sevilla,Coliseum Alfonso Pérez,Undiano Mallenco
2017,2,25/08/2017,Betis,2-1,Celta de Vigo,Benito Villamarín,De Burgos Bengoetxea
2017,2,27/08/2017,Eibar,0-1,Athletic Club,Estadio Municipal de Ipurua,Sánchez Martínez
2017,3,10/09/2017,Villarreal,3-1,Betis,Estadio de la Cerámica,Medié Jiménez
2017,3,10/09/2017,Deportivo de La Coruña,2-4,Real Sociedad,Estadio Municipal de Riazor,Munuera Montero
2017,3,09/09/2017,Valencia,0-0,Atlético de Madrid,Camp de Mestalla,González González
2017,3,09/09/2017,Real Madrid,1-1,Levante,Estadio Santiago Bernabeu,Hernández Hernández
2017,3,08/09/2017,Leganés,1-2,Getafe,Estadio Municipal de Butarque,Álvarez Izquierdo
2017,3,10/09/2017,Celta de Vigo,1-0,Alavés,Balaidos,Melero López
2017,3,10/09/2017,Athletic Club,2-0,Girona,San Mamés,Trujillo Suárez
2017,3,09/09/2017,Sevilla,3-0,Eibar,Estadio Ramón Sánchez-Pizjuán,Mateu Lahoz
2017,3,11/09/2017,Málaga,1-3,Las Palmas,Estrada Fernández,Estrada Fernández
2017,3,09/09/2017,Barcelona,5-0,Espanyol,Camp Nou,Gil Manzano
2017,4,17/09/2017,Las Palmas,1-0,Athletic Club,Estadio de Gran Canaria,González Fuertes
2017,4,17/09/2017,Girona,0-1,Sevilla,Montilivi,De Burgos Bengoetxea
2017,4,16/09/2017,Getafe,1-2,Barcelona,Coliseum Alfonso Pérez,Fernández Borbalán
2017,4,16/09/2017,Betis,2-1,Deportivo de La Coruña,Benito Villamarín,Undiano Mallenco
2017,4,15/09/2017,Eibar,1-0,Leganés,Estadio Municipal de Ipurua,Martínez Munuera
2017,4,17/09/2017,Real Sociedad,1-3,Real Madrid,Anoeta,Iglesias Villanueva
2017,4,17/09/2017,Alavés,0-3,Villarreal,Mendizorrotza,Jaime Latre
2017,4,18/09/2017,Espanyol,2-1,Celta de Vigo,Alberola Rojas,Alberola Rojas
2017,4,16/09/2017,Atlético de Madrid,1-0,Málaga,Estadio Metropolitano,Sánchez Martínez
2017,4,16/09/2017,Levante,1-1,Valencia,Ciutat de Valencia,Del Cerro Grande
2017,5,21/09/2017,Celta de Vigo,1-1,Getafe,Balaidos,Trujillo Suárez
2017,5,20/09/2017,Athletic Club,1-2,Atlético de Madrid,San Mamés,Estrada Fernández
2017,5,20/09/2017,Sevilla,1-0,Las Palmas,Estadio Ramón Sánchez-Pizjuán,González González
2017,5,21/09/2017,Levante,3-0,Real Sociedad,Ciutat de Valencia,Gil Manzano
2017,5,19/09/2017,Barcelona,6-1,Eibar,Camp Nou,Hernández Hernández
2017,5,21/09/2017,Villarreal,0-0,Espanyol,Estadio de la Cerámica,Munuera Montero
2017,5,20/09/2017,Deportivo de La Coruña,1-0,Alavés,Estadio Municipal de Riazor,Medié Jiménez
2017,5,19/09/2017,Valencia,5-0,Málaga,Camp de Mestalla,Álvarez Izquierdo
2017,5,20/09/2017,Real Madrid,0-1,Betis,Estadio Santiago Bernabeu,Mateu Lahoz
2017,5,20/09/2017,Leganés,0-0,Girona,Estadio Municipal de Butarque,Melero López
2017,6,23/09/2017,Alavés,1-2,Real Madrid,Mendizorrotza,Undiano Mallenco
2017,6,23/09/2017,Málaga,3-3,Athletic Club,La Rosaleda,Del Cerro Grande
2017,6,24/09/2017,Espanyol,4-1,Deportivo de La Coruña,Estadio del RCD Espanyol,De Burgos Bengoetxea
2017,6,23/09/2017,Atlético de Madrid,2-0,Sevilla,Estadio Metropolitano,Martínez Munuera
2017,6,24/09/2017,Las Palmas,0-2,Leganés,Estadio de Gran Canaria,Alberola Rojas
2017,6,23/09/2017,Girona,0-3,Barcelona,Montilivi,Sánchez Martínez
2017,6,24/09/2017,Getafe,4-0,Villarreal,Coliseum Alfonso Pérez,Iglesias Villanueva
2017,6,25/09/2017,Betis,4-0,Levante,Benito Villamarín,González Fuertes
2017,6,24/09/2017,Eibar,0-4,Celta de Vigo,Estadio Municipal de Ipurua,Fernández Borbalán
2017,6,24/09/2017,Real Sociedad,2-3,Valencia,Anoeta,Jaime Latre
2017,7,01/10/2017,Valencia,3-2,Athletic Club,Camp de Mestalla,Hernández Hernández
2017,7,01/10/2017,Real Madrid,2-0,Espanyol,Estadio Santiago Bernabeu,González González
2017,7,30/09/2017,Leganés,0-0,Atlético de Madrid,Estadio Municipal de Butarque,Gil Manzano
2017,7,01/10/2017,Real Sociedad,4-4,Betis,Anoeta,Álvarez Izquierdo
2017,7,29/09/2017,Celta de Vigo,3-3,Girona,Balaidos,González Fuertes
2017,7,30/09/2017,Sevilla,2-0,Málaga,Estadio Ramón Sánchez-Pizjuán,Trujillo Suárez
2017,7,30/09/2017,Levante,0-2,Alavés,Ciutat de Valencia,Fernández Borbalán
2017,7,01/10/2017,Barcelona,3-0,Las Palmas,Camp Nou,Munuera Montero
2017,7,01/10/2017,Villarreal,3-0,Eibar,Estadio de la Cerámica,Melero López
2017,7,30/09/2017,Deportivo de La Coruña,2-1,Getafe,Estadio Municipal de Riazor,Estrada Fernández
2017,8,15/10/2017,Girona,1-2,Villarreal,Montilivi,Del Cerro Grande
2017,8,14/10/2017,Getafe,1-2,Real Madrid,Coliseum Alfonso Pérez,Martínez Munuera
2017,8,15/10/2017,Betis,3-6,Valencia,Benito Villamarín,Sánchez Martínez
2017,8,15/10/2017,Eibar,0-0,Deportivo de La Coruña,Estadio Municipal de Ipurua,Jaime Latre
2017,8,14/10/2017,Athletic Club,1-0,Sevilla,San Mamés,Iglesias Villanueva
2017,8,14/10/2017,Alavés,0-2,Real Sociedad,Mendizorrotza,Alberola Rojas
2017,8,15/10/2017,Málaga,0-2,Leganés,La Rosaleda,González González
2017,8,13/10/2017,Espanyol,0-0,Levante,Estadio del RCD Espanyol,Undiano Mallenco
2017,8,14/10/2017,Atlético de Madrid,1-1,Barcelona,Estadio Metropolitano,Mateu Lahoz
2017,8,16/10/2017,Las Palmas,2-5,Celta de Vigo,Estadio de Gran Canaria,Medié Jiménez
2017,9,21/10/2017,Levante,1-1,Getafe,Ciutat de Valencia,De Burgos Bengoetxea
2017,9,21/10/2017,Barcelona,2-0,Málaga,Camp Nou,González Fuertes
2017,9,22/10/2017,Villarreal,4-0,Las Palmas,Estadio de la Cerámica,Fernández Borbalán
2017,9,23/10/2017,Deportivo de La Coruña,1-2,Girona,Estadio Municipal de Riazor,Gil Manzano
2017,9,21/10/2017,Valencia,4-0,Sevilla,Camp de Mestalla,Estrada Fernández
2017,9,22/10/2017,Real Madrid,3-0,Eibar,Estadio Santiago Bernabeu,Álvarez Izquierdo
2017,9,21/10/2017,Betis,2-0,Alavés,Benito Villamarín,Trujillo Suárez
2017,9,22/10/2017,Leganés,1-0,Athletic Club,Estadio Municipal de Butarque,Mateu Lahoz
2017,9,23/10/2017,Real Sociedad,1-1,Espanyol,Anoeta,Melero López
2017,9,22/10/2017,Celta de Vigo,0-1,Atlético de Madrid,Balaidos,Munuera Montero
2017,10,28/10/2017,Alavés,1-2,Valencia,Mendizorrotza,González González
2017,10,28/10/2017,Sevilla,2-1,Leganés,Estadio Ramón Sánchez-Pizjuán,Medié Jiménez
2017,10,29/10/2017,Málaga,2-1,Celta de Vigo,La Rosaleda,Jaime Latre
2017,10,30/10/2017,Espanyol,1-0,Betis,Estadio del RCD Espanyol,Iglesias Villanueva
2017,10,28/10/2017,Atlético de Madrid,1-1,Villarreal,Estadio Metropolitano,Undiano Mallenco
2017,10,30/10/2017,Las Palmas,1-3,Deportivo de La Coruña,Estadio de Gran Canaria,Del Cerro Grande
2017,10,29/10/2017,Girona,2-1,Real Madrid,Estadi Municipal de Montilivi,Hernández Hernández
2017,10,29/10/2017,Getafe,2-1,Real Sociedad,Coliseum Alfonso Pérez,Sánchez Martínez
2017,10,29/10/2017,Eibar,2-2,Levante,Estadio Municipal de Ipurua,Alberola Rojas
2017,10,28/10/2017,Athletic Club,0-2,Barcelona,San Mamés,Martínez Munuera
2017,11,03/11/2017,Betis,2-2,Getafe,Benito Villamarín,Mateu Lahoz
2017,11,05/11/2017,Real Sociedad,3-1,Eibar,Anoeta,Trujillo Suárez
2017,11,05/11/2017,Celta de Vigo,3-1,Athletic Club,Balaidos,Gil Manzano
2017,11,04/11/2017,Alavés,1-0,Espanyol,Mendizorrotza,González Fuertes
2017,11,05/11/2017,Levante,1-2,Girona,Ciutat de Valencia,Munuera Montero
2017,11,04/11/2017,Barcelona,2-1,Sevilla,Camp Nou,González González
2017,11,05/11/2017,Villarreal,2-0,Málaga,Estadio de la Cerámica,Estrada Fernández
2017,11,04/11/2017,Deportivo de La Coruña,0-1,Atlético de Madrid,Estadio Municipal de Riazor,Álvarez Izquierdo
2017,11,04/11/2017,Valencia,3-0,Leganés,Camp de Mestalla,De Burgos Bengoetxea
2017,11,05/11/2017,Real Madrid,3-0,Las Palmas,Estadio Santiago Bernabeu,Sánchez Martínez
2017,12,18/11/2017,Leganés,0-3,Barcelona,Estadio Municipal de Butarque,Undiano Mallenco
2017,12,20/11/2017,Eibar,5-0,Betis,Estadio Municipal de Ipurua,González González
2017,12,19/11/2017,Athletic Club,1-1,Villarreal,San Mamés,Medié Jiménez
2017,12,18/11/2017,Sevilla,2-1,Celta de Vigo,Estadio Ramón Sánchez-Pizjuán,Del Cerro Grande
2017,12,19/11/2017,Málaga,3-2,Deportivo de La Coruña,La Rosaleda,Martínez Munuera
2017,12,19/11/2017,Espanyol,0-2,Valencia,Estadio del RCD Espanyol,Hernández Hernández
2017,12,18/11/2017,Atlético de Madrid,0-0,Real Madrid,Estadio Metropolitano,Fernández Borbalán
2017,12,19/11/2017,Las Palmas,0-2,Levante,Estadio de Gran Canaria,Melero López
2017,12,17/11/2017,Girona,1-1,Real Sociedad,Estadi Municipal de Montilivi,Iglesias Villanueva
2017,12,18/11/2017,Getafe,4-1,Alavés,Coliseum Alfonso Pérez,Jaime Latre
2017,13,27/11/2017,Espanyol,1-0,Getafe,Estadio del RCD Espanyol,Martínez Munuera
2017,13,25/11/2017,Levante,0-5,Atlético de Madrid,Ciutat de Valencia,Trujillo Suárez
2017,13,26/11/2017,Villarreal,2-3,Sevilla,Estadio de la Cerámica,Alberola Rojas
2017,13,26/11/2017,Deportivo de La Coruña,2-2,Athletic Club,Estadio Municipal de Riazor,González González
2017,13,26/11/2017,Valencia,1-1,Barcelona,Camp de Mestalla,Iglesias Villanueva
2017,13,25/11/2017,Real Madrid,3-2,Málaga,Estadio Santiago Bernabeu,Gil Manzano
2017,13,25/11/2017,Betis,2-2,Girona,Benito Villamarín,Del Cerro Grande
2017,13,26/11/2017,Real Sociedad,2-2,Las Palmas,Anoeta,González Fuertes
2017,13,24/11/2017,Celta de Vigo,1-0,Leganés,Balaidos,Hernández Hernández
2017,13,25/11/2017,Alavés,1-2,Eibar,Mendizorrotza,Munuera Montero
2017,14,02/12/2017,Sevilla,2-0,Deportivo de La Coruña,Estadio Ramón Sánchez-Pizjuán,Sánchez Martínez
