Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee
2010,1,28/08/2010,Hércules,0-1,Athletic Club,José Rico Pérez,Rubinos Pérez
2010,1,28/08/2010,Levante,1-4,Sevilla,Ciutat de Valencia,Pérez Lasa
2010,1,28/08/2010,Málaga,1-3,Valencia,La Rosaleda,Muñiz Fernández
2010,1,29/08/2010,Deportivo de La Coruña,0-0,Zaragoza,Nuevo Riazor,Teixeira Vitienes
2010,1,29/08/2010,Espanyol,3-1,Getafe,Cornellà -El Prat,Ayza Gámez
2010,1,29/08/2010,Mallorca,0-0,Real Madrid,Ono Estadi,Fernández Borbalán
2010,1,29/08/2010,Osasuna,0-0,Almería,Reyno de Navarra,Álvarez Izquierdo
2010,1,29/08/2010,Racing de Santander,0-3,Barcelona,Delgado Ferreiro,Delgado Ferreiro
2010,1,29/08/2010,Real Sociedad,1-0,Villarreal,Anoeta,González González
2010,1,30/08/2010,Atlético de Madrid,4-0,Sporting de Gijón,Vicente Calderón,Ramírez Domínguez
2010,2,12/09/2010,Sporting de Gijón,2-0,Mallorca,El Molinón,Estrada Fernández
2010,2,11/09/2010,Athletic Club,1-2,Atlético de Madrid,San Mamés,Undiano Mallenco
2010,2,11/09/2010,Barcelona,0-2,Hércules,Nou Camp,Velasco Carballo
2010,2,11/09/2010,Valencia,1-0,Racing de Santander,Mestalla,Paradas Romero
2010,2,12/09/2010,Zaragoza,3-5,Málaga,La Romareda,Mateu Lahoz
2010,2,12/09/2010,Sevilla,0-0,Deportivo de La Coruña,Ramón Sánchez Pizjuán,Turienzo Álvarez
2010,2,12/09/2010,Getafe,4-1,Levante,Coliseum Alfonso Pérez,Clos Gómez
2010,2,12/09/2010,Villarreal,4-0,Espanyol,El Madrigal,Iturralde González
2010,2,13/09/2010,Almería,2-2,Real Sociedad,Juegos del Mediterráneo,Iglesias Villanueva
2010,2,11/09/2010,Real Madrid,1-0,Osasuna,Santiago Bernabéu,Teixeira Vitienes
2010,3,18/09/2010,Sporting de Gijón,2-2,Athletic Club,El Molinón,Álvarez Izquierdo
2010,3,19/09/2010,Atlético de Madrid,1-2,Barcelona,Vicente Calderón,Fernández Borbalán
2010,3,19/09/2010,Hércules,1-2,Valencia,José Rico Pérez,Ramírez Domínguez
2010,3,19/09/2010,Racing de Santander,2-0,Zaragoza,El Sardinero,González González
2010,3,19/09/2010,Málaga,1-2,Sevilla,La Rosaleda,Delgado Ferreiro
2010,3,20/09/2010,Deportivo de La Coruña,2-2,Getafe,Nuevo Riazor,Muñiz Fernández
2010,3,19/09/2010,Levante,1-2,Villarreal,Ciutat de Valencia,Rubinos Pérez
2010,3,18/09/2010,Espanyol,1-0,Almería,Cornellà -El Prat,Teixeira Vitienes
2010,3,18/09/2010,Real Sociedad,1-2,Real Madrid,Anoeta,Mateu Lahoz
2010,3,18/09/2010,Mallorca,2-0,Osasuna,Ono Estadi,Ayza Gámez
2010,4,21/09/2010,Athletic Club,3-0,Mallorca,San Mamés,Teixeira Vitienes
2010,4,22/09/2010,Barcelona,1-0,Sporting de Gijón,Nou Camp,Paradas Romero
2010,4,22/09/2010,Valencia,1-1,Atlético de Madrid,Mestalla,Iturralde González
2010,4,22/09/2010,Zaragoza,0-0,Hércules,La Romareda,Iglesias Villanueva
2010,4,23/09/2010,Sevilla,1-1,Racing de Santander,Ramón Sánchez Pizjuán,Ayza Gámez
2010,4,23/09/2010,Getafe,0-2,Málaga,Coliseum Alfonso Pérez,Estrada Fernández
2010,4,23/09/2010,Villarreal,1-0,Deportivo de La Coruña,El Madrigal,Álvarez Izquierdo
2010,4,22/09/2010,Almería,0-1,Levante,Juegos del Mediterráneo,Turienzo Álvarez
2010,4,21/09/2010,Real Madrid,3-0,Espanyol,Santiago Bernabéu,Clos Gómez
2010,4,21/09/2010,Osasuna,3-1,Real Sociedad,Reyno de Navarra,Velasco Carballo
2010,5,25/09/2010,Athletic Club,1-3,Barcelona,San Mamés,Mateu Lahoz
2010,5,25/09/2010,Sporting de Gijón,0-2,Valencia,El Molinón,Fernández Borbalán
2010,5,26/09/2010,Atlético de Madrid,1-0,Zaragoza,Vicente Calderón,Muñiz Fernández
2010,5,26/09/2010,Hércules,2-0,Sevilla,José Rico Pérez,Teixeira Vitienes
2010,5,26/09/2010,Racing de Santander,0-1,Getafe,El Sardinero,Iglesias Villanueva
2010,5,27/09/2010,Málaga,2-3,Villarreal,La Rosaleda,Teixeira Vitienes
2010,5,26/09/2010,Deportivo de La Coruña,0-2,Almería,Nuevo Riazor,González González
2010,5,25/09/2010,Levante,0-0,Real Madrid,Ciutat de Valencia,Delgado Ferreiro
2010,5,26/09/2010,Espanyol,1-0,Osasuna,Cornellà -El Prat,Ramírez Domínguez
2010,5,26/09/2010,Mallorca,2-0,Real Sociedad,Ono Estadi,Rubinos Pérez
2010,6,03/10/2010,Barcelona,1-1,Mallorca,Nou Camp,Undiano Mallenco
2010,6,02/10/2010,Valencia,2-1,Athletic Club,Mestalla,Velasco Carballo
2010,6,02/10/2010,Zaragoza,2-2,Sporting de Gijón,La Romareda,Ayza Gámez
2010,6,03/10/2010,Sevilla,3-1,Atlético de Madrid,Ramón Sánchez Pizjuán,Estrada Fernández
2010,6,03/10/2010,Getafe,3-0,Hércules,Coliseum Alfonso Pérez,Álvarez Izquierdo
2010,6,03/10/2010,Villarreal,2-0,Racing de Santander,El Madrigal,Pérez Lasa
2010,6,03/10/2010,Almería,1-1,Málaga,Juegos del Mediterráneo,Clos Gómez
2010,6,03/10/2010,Real Madrid,6-1,Deportivo de La Coruña,Santiago Bernabéu,Iturralde González
2010,6,03/10/2010,Osasuna,1-1,Levante,Reyno de Navarra,Paradas Romero
2010,6,02/10/2010,Real Sociedad,1-0,Espanyol,Anoeta,Turienzo Álvarez
2010,7,16/10/2010,Barcelona,2-1,Valencia,Nou Camp,Teixeira Vitienes
2010,7,17/10/2010,Athletic Club,2-1,Zaragoza,San Mamés,Ramírez Domínguez
2010,7,17/10/2010,Sporting de Gijón,2-0,Sevilla,El Molinón,González González
2010,7,16/10/2010,Atlético de Madrid,2-0,Getafe,Vicente Calderón,Delgado Ferreiro
2010,7,18/10/2010,Hércules,2-2,Villarreal,José Rico Pérez,Muñiz Fernández
2010,7,17/10/2010,Racing de Santander,1-0,Almería,El Sardinero,Rubinos Pérez
2010,7,16/10/2010,Málaga,1-4,Real Madrid,La Rosaleda,Undiano Mallenco
2010,7,17/10/2010,Deportivo de La Coruña,0-0,Osasuna,Nuevo Riazor,Pérez Lasa
2010,7,17/10/2010,Levante,2-1,Real Sociedad,Ciutat de Valencia,Teixeira Vitienes
2010,7,17/10/2010,Mallorca,0-1,Espanyol,Ono Estadi,Iglesias Villanueva
2010,8,23/10/2010,Valencia,1-2,Mallorca,Mestalla,Álvarez Izquierdo
2010,8,23/10/2010,Zaragoza,0-2,Barcelona,La Romareda,Pérez Lasa
2010,8,24/10/2010,Sevilla,4-3,Athletic Club,Ramón Sánchez Pizjuán,Clos Gómez
2010,8,24/10/2010,Getafe,3-0,Sporting de Gijón,Coliseum Alfonso Pérez,Mateu Lahoz
2010,8,24/10/2010,Villarreal,2-0,Atlético de Madrid,El Madrigal,Ramírez Domínguez
2010,8,24/10/2010,Almería,1-1,Hércules,Juegos del Mediterráneo,Teixeira Vitienes
2010,8,23/10/2010,Real Madrid,6-1,Racing de Santander,Santiago Bernabéu,Muñiz Fernández
2010,8,24/10/2010,Osasuna,3-0,Málaga,Reyno de Navarra,Ayza Gámez
2010,8,25/10/2010,Real Sociedad,3-0,Deportivo de La Coruña,Anoeta,Paradas Romero
2010,8,24/10/2010,Espanyol,2-1,Levante,Cornellà -El Prat,Velasco Carballo
2010,9,30/10/2010,Valencia,1-1,Zaragoza,Mestalla,Delgado Ferreiro
2010,9,30/10/2010,Barcelona,5-0,Sevilla,Nou Camp,Turienzo Álvarez
2010,9,31/10/2010,Athletic Club,3-0,Getafe,San Mamés,Estrada Fernández
2010,9,31/10/2010,Sporting de Gijón,1-1,Villarreal,El Molinón,Iglesias Villanueva
2010,9,31/10/2010,Atlético de Madrid,1-1,Almería,Vicente Calderón,Teixeira Vitienes
2010,9,30/10/2010,Hércules,1-3,Real Madrid,José Rico Pérez,Clos Gómez
2010,9,31/10/2010,Racing de Santander,4-1,Osasuna,El Sardinero,Velasco Carballo
2010,9,31/10/2010,Málaga,1-2,Real Sociedad,La Rosaleda,González González
2010,9,31/10/2010,Deportivo de La Coruña,3-0,Espanyol,Nuevo Riazor,Undiano Mallenco
2010,9,01/11/2010,Mallorca,2-1,Levante,Ono Estadi,Muñiz Fernández
2010,10,07/11/2010,Zaragoza,3-2,Mallorca,La Romareda,Paradas Romero
2010,10,08/11/2010,Sevilla,2-0,Valencia,Ramón Sánchez Pizjuán,Iturralde González
2010,10,07/11/2010,Getafe,1-3,Barcelona,Coliseum Alfonso Pérez,Ayza Gámez
2010,10,07/11/2010,Villarreal,4-1,Athletic Club,El Madrigal,Fernández Borbalán
2010,10,07/11/2010,Almería,1-1,Sporting de Gijón,Juegos del Mediterráneo,Estrada Fernández
2010,10,07/11/2010,Real Madrid,2-0,Atlético de Madrid,Santiago Bernabéu,Mateu Lahoz
2010,10,07/11/2010,Osasuna,3-0,Hércules,Reyno de Navarra,Rubinos Pérez
2010,10,06/11/2010,Real Sociedad,1-0,Racing de Santander,Anoeta,Álvarez Izquierdo
2010,10,06/11/2010,Espanyol,1-0,Málaga,Cornellà -El Prat,Pérez Lasa
2010,10,07/11/2010,Levante,1-2,Deportivo de La Coruña,Ciutat de Valencia,Teixeira Vitienes
2010,11,14/11/2010,Zaragoza,1-2,Sevilla,La Romareda,Muñiz Fernández
2010,11,14/11/2010,Valencia,2-0,Getafe,Mestalla,Clos Gómez
2010,11,13/11/2010,Barcelona,3-1,Villarreal,Nou Camp,Delgado Ferreiro
2010,11,13/11/2010,Athletic Club,1-0,Almería,San Mamés,Velasco Carballo
2010,11,14/11/2010,Sporting de Gijón,0-1,Real Madrid,El Molinón,Turienzo Álvarez
2010,11,13/11/2010,Atlético de Madrid,3-0,Osasuna,Vicente Calderón,González González
2010,11,14/11/2010,Hércules,2-1,Real Sociedad,José Rico Pérez,Undiano Mallenco
2010,11,14/11/2010,Racing de Santander,0-0,Espanyol,El Sardinero,Ramírez Domínguez
2010,11,14/11/2010,Málaga,1-0,Levante,La Rosaleda,Iglesias Villanueva
2010,11,14/11/2010,Mallorca,0-0,Deportivo de La Coruña,Ono Estadi,Teixeira Vitienes
2010,12,21/11/2010,Sevilla,1-2,Mallorca,Ramón Sánchez Pizjuán,Mateu Lahoz
2010,12,22/11/2010,Getafe,1-1,Zaragoza,Coliseum Alfonso Pérez,Teixeira Vitienes
2010,12,20/11/2010,Villarreal,1-1,Valencia,El Madrigal,Estrada Fernández
2010,12,20/11/2010,Almería,0-8,Barcelona,Juegos del Mediterráneo,Muñiz Fernández
2010,12,20/11/2010,Real Madrid,5-1,Athletic Club,Santiago Bernabéu,Undiano Mallenco
2010,12,21/11/2010,Osasuna,1-0,Sporting de Gijón,Reyno de Navarra,Teixeira Vitienes
2010,12,21/11/2010,Real Sociedad,2-4,Atlético de Madrid,Anoeta,Ayza Gámez
2010,12,21/11/2010,Espanyol,3-0,Hércules,Cornellà -El Prat,Paradas Romero
2010,12,21/11/2010,Levante,3-1,Racing de Santander,Ciutat de Valencia,Fernández Borbalán
2010,12,21/11/2010,Deportivo de La Coruña,3-0,Málaga,Nuevo Riazor,Álvarez Izquierdo
2010,13,27/11/2010,Sevilla,1-3,Getafe,Ramón Sánchez Pizjuán,González González
2010,13,27/11/2010,Zaragoza,0-3,Villarreal,La Romareda,Velasco Carballo
2010,13,28/11/2010,Valencia,2-1,Almería,Mestalla,Turienzo Álvarez
2010,13,29/11/2010,Barcelona,5-0,Real Madrid,Nou Camp,Iturralde González
2010,13,28/11/2010,Athletic Club,1-0,Osasuna,San Mamés,Iglesias Villanueva
2010,13,28/11/2010,Sporting de Gijón,1-3,Real Sociedad,El Molinón,Paradas Romero
2010,13,27/11/2010,Atlético de Madrid,2-3,Espanyol,Vicente Calderón,Teixeira Vitienes
2010,13,28/11/2010,Hércules,3-1,Levante,José Rico Pérez,Estrada Fernández
2010,13,28/11/2010,Racing de Santander,1-0,Deportivo de La Coruña,El Sardinero,Clos Gómez
2010,13,28/11/2010,Mallorca,2-0,Málaga,Ono Estadi,Delgado Ferreiro
2010,14,05/12/2010,Getafe,3-0,Mallorca,Coliseum Alfonso Pérez,Muñiz Fernández
2010,14,05/12/2010,Villarreal,1-0,Sevilla,El Madrigal,Undiano Mallenco
2010,14,05/12/2010,Almería,1-1,Zaragoza,Juegos del Mediterráneo,Ayza Gámez
2010,14,04/12/2010,Real Madrid,2-0,Valencia,Santiago Bernabéu,Pérez Lasa
2010,14,04/12/2010,Osasuna,0-3,Barcelona,Reyno de Navarra,Teixeira Vitienes
2010,14,05/12/2010,Real Sociedad,2-0,Athletic Club,Anoeta,Ramírez Domínguez
2010,14,05/12/2010,Espanyol,1-0,Sporting de Gijón,Cornellà -El Prat,Iglesias Villanueva
2010,14,04/12/2010,Levante,2-0,Atlético de Madrid,Ciutat de Valencia,Álvarez Izquierdo
2010,14,06/12/2010,Deportivo de La Coruña,1-0,Hércules,Nuevo Riazor,Fernández Borbalán
2010,14,05/12/2010,Málaga,4-1,Racing de Santander,La Rosaleda,Mateu Lahoz
2010,15,11/12/2010,Getafe,1-0,Villarreal,Coliseum Alfonso Pérez,Paradas Romero
2010,15,11/12/2010,Sevilla,1-3,Almería,Ramón Sánchez Pizjuán,Teixeira Vitienes
2010,15,12/12/2010,Zaragoza,1-3,Real Madrid,La Romareda,Ramírez Domínguez
2010,15,13/12/2010,Valencia,3-3,Osasuna,Mestalla,Muñiz Fernández
2010,15,12/12/2010,Barcelona,5-0,Real Sociedad,Nou Camp,Fernández Borbalán
2010,15,12/12/2010,Athletic Club,2-1,Espanyol,San Mamés,Ayza Gámez
2010,15,12/12/2010,Sporting de Gijón,1-1,Levante,El Molinón,Delgado Ferreiro
2010,15,11/12/2010,Atlético de Madrid,2-0,Deportivo de La Coruña,Vicente Calderón,Estrada Fernández
2010,15,12/12/2010,Hércules,4-1,Málaga,José Rico Pérez,Turienzo Álvarez
2010,15,12/12/2010,Mallorca,0-1,Racing de Santander,Ono Estadi,Iturralde González
2010,16,18/12/2010,Villarreal,3-1,Mallorca,El Madrigal,Turienzo Álvarez
2010,16,19/12/2010,Almería,2-3,Getafe,Juegos del Mediterráneo,Álvarez Izquierdo
2010,16,19/12/2010,Real Madrid,1-0,Sevilla,Santiago Bernabéu,Clos Gómez
2010,16,19/12/2010,Osasuna,0-0,Zaragoza,Reyno de Navarra,Mateu Lahoz
2010,16,18/12/2010,Real Sociedad,1-2,Valencia,Anoeta,Iglesias Villanueva
2010,16,18/12/2010,Espanyol,1-5,Barcelona,Cornellà -El Prat,Undiano Mallenco
2010,16,18/12/2010,Levante,1-2,Athletic Club,Ciutat de Valencia,González González
2010,16,18/12/2010,Deportivo de La Coruña,1-1,Sporting de Gijón,Nuevo Riazor,Velasco Carballo
2010,16,19/12/2010,Málaga,0-3,Atlético de Madrid,La Rosaleda,Teixeira Vitienes
2010,16,20/12/2010,Racing de Santander,0-0,Hércules,El Sardinero,Pérez Lasa
2010,17,03/01/2011,Villarreal,2-0,Almería,El Madrigal,Iglesias Villanueva
2010,17,03/01/2011,Getafe,2-3,Real Madrid,Coliseum Alfonso Pérez,Undiano Mallenco
2010,17,02/01/2011,Sevilla,1-0,Osasuna,Ramón Sánchez Pizjuán,Álvarez Izquierdo
2010,17,03/01/2011,Zaragoza,2-1,Real Sociedad,La Romareda,Teixeira Vitienes
2010,17,02/01/2011,Valencia,2-1,Espanyol,Mestalla,González González
2010,17,02/01/2011,Barcelona,2-1,Levante,Nou Camp,Pérez Lasa
2010,17,02/01/2011,Athletic Club,1-2,Deportivo de La Coruña,San Mamés,Rubinos Pérez
2010,17,02/01/2011,Sporting de Gijón,1-2,Málaga,El Molinón,Teixeira Vitienes
2010,17,03/01/2011,Atlético de Madrid,0-0,Racing de Santander,Vicente Calderón,Turienzo Álvarez
2010,17,03/01/2011,Mallorca,3-0,Hércules,Ono Estadi,Ramírez Domínguez
2010,18,09/01/2011,Mallorca,4-1,Almería,Ono Estadi,Mateu Lahoz
2010,18,09/01/2011,Real Madrid,4-2,Villarreal,Santiago Bernabéu,Fernández Borbalán
2010,18,09/01/2011,Osasuna,0-0,Getafe,Reyno de Navarra,Iturralde González
2010,18,08/01/2011,Real Sociedad,2-3,Sevilla,Anoeta,Estrada Fernández
2010,18,09/01/2011,Espanyol,4-0,Zaragoza,Cornellà -El Prat,Muñiz Fernández
2010,18,09/01/2011,Levante,0-1,Valencia,Ciutat de Valencia,Clos Gómez
2010,18,08/01/2011,Deportivo de La Coruña,0-4,Barcelona,Nuevo Riazor,Delgado Ferreiro
2010,18,08/01/2011,Málaga,1-1,Athletic Club,La Rosaleda,Velasco Carballo
2010,18,09/01/2011,Racing de Santander,1-1,Sporting de Gijón,El Sardinero,Ayza Gámez
2010,18,10/01/2011,Hércules,4-1,Atlético de Madrid,José Rico Pérez,Paradas Romero
2010,19,16/01/2011,Almería,1-1,Real Madrid,Juegos del Mediterráneo,Pérez Lasa
2010,19,15/01/2011,Villarreal,4-2,Osasuna,El Madrigal,Rubinos Pérez
2010,19,15/01/2011,Getafe,0-4,Real Sociedad,Coliseum Alfonso Pérez,Turienzo Álvarez
2010,19,15/01/2011,Sevilla,1-2,Espanyol,Ramón Sánchez Pizjuán,Velasco Carballo
2010,19,15/01/2011,Zaragoza,1-0,Levante,La Romareda,Álvarez Izquierdo
2010,19,16/01/2011,Valencia,2-0,Deportivo de La Coruña,Mestalla,Undiano Mallenco
2010,19,16/01/2011,Barcelona,4-1,Málaga,Nou Camp,González González
2010,19,15/01/2011,Athletic Club,2-1,Racing de Santander,San Mamés,Ramírez Domínguez
2010,19,15/01/2011,Sporting de Gijón,2-0,Hércules,El Molinón,Clos Gómez
2010,19,17/01/2011,Atlético de Madrid,3-0,Mallorca,Vicente Calderón,Ayza Gámez
2010,20,23/01/2011,Sporting de Gijón,1-0,Atlético de Madrid,El Molinón,Estrada Fernández
2010,20,24/01/2011,Athletic Club,3-0,Hércules,San Mamés,Undiano Mallenco
2010,20,22/01/2011,Barcelona,3-0,Racing de Santander,Nou Camp,Iglesias Villanueva
2010,20,22/01/2011,Valencia,4-3,Málaga,Mestalla,Rubinos Pérez
2010,20,23/01/2011,Zaragoza,1-0,Deportivo de La Coruña,La Romareda,Fernández Borbalán
2010,20,22/01/2011,Sevilla,4-1,Levante,Ramón Sánchez Pizjuán,Teixeira Vitienes
2010,20,23/01/2011,Getafe,1-3,Espanyol,Coliseum Alfonso Pérez,Mateu Lahoz
2010,20,23/01/2011,Villarreal,2-1,Real Sociedad,El Madrigal,Muñiz Fernández
2010,20,23/01/2011,Almería,3-2,Osasuna,Juegos del Mediterráneo,Teixeira Vitienes
2010,20,23/01/2011,Real Madrid,1-0,Mallorca,Santiago Bernabéu,Iturralde González
2010,21,29/01/2011,Mallorca,0-4,Sporting de Gijón,Ono Estadi,Paradas Romero
2010,21,30/01/2011,Atlético de Madrid,0-2,Athletic Club,Vicente Calderón,Teixeira Vitienes
2010,21,29/01/2011,Hércules,0-3,Barcelona,José Rico Pérez,Fernández Borbalán
2010,21,31/01/2011,Racing de Santander,1-1,Valencia,El Sardinero,Álvarez Izquierdo
2010,21,29/01/2011,Málaga,1-2,Zaragoza,La Rosaleda,Pérez Lasa
2010,21,29/01/2011,Deportivo de La Coruña,3-3,Sevilla,Nuevo Riazor,Ayza Gámez
2010,21,29/01/2011,Levante,2-0,Getafe,Ciutat de Valencia,Ramírez Domínguez
2010,21,30/01/2011,Espanyol,0-1,Villarreal,Cornellà -El Prat,Turienzo Álvarez
2010,21,29/01/2011,Real Sociedad,2-0,Almería,Anoeta,Clos Gómez
2010,21,30/01/2011,Osasuna,1-0,Real Madrid,Reyno de Navarra,Muñiz Fernández
2010,22,05/02/2011,Athletic Club,3-0,Sporting de Gijón,Teixeira Vitienes,Teixeira Vitienes
2010,22,05/02/2011,Barcelona,3-0,Atlético de Madrid,Nou Camp,Turienzo Álvarez
2010,22,06/02/2011,Valencia,2-0,Hércules,Mestalla,Teixeira Vitienes
2010,22,05/02/2011,Zaragoza,1-1,Racing de Santander,La Romareda,Rubinos Pérez
2010,22,06/02/2011,Sevilla,0-0,Málaga,Ramón Sánchez Pizjuán,Muñiz Fernández
2010,22,05/02/2011,Getafe,4-1,Deportivo de La Coruña,Coliseum Alfonso Pérez,Álvarez Izquierdo
2010,22,05/02/2011,Villarreal,0-1,Levante,El Madrigal,González González
2010,22,05/02/2011,Almería,3-2,Espanyol,Juegos del Mediterráneo,Undiano Mallenco
2010,22,06/02/2011,Real Madrid,4-1,Real Sociedad,Santiago Bernabéu,Ramírez Domínguez
2010,22,05/02/2011,Osasuna,1-1,Mallorca,Reyno de Navarra,Iglesias Villanueva
2010,23,14/02/2011,Mallorca,1-0,Athletic Club,Ono Estadi,Estrada Fernández
2010,23,12/02/2011,Sporting de Gijón,1-1,Barcelona,El Molinón,Pérez Lasa
2010,23,12/02/2011,Atlético de Madrid,1-2,Valencia,Vicente Calderón,Fernández Borbalán
2010,23,13/02/2011,Hércules,2-1,Zaragoza,José Rico Pérez,Velasco Carballo
2010,23,12/02/2011,Racing de Santander,3-2,Sevilla,El Sardinero,Iturralde González
2010,23,13/02/2011,Málaga,2-2,Getafe,La Rosaleda,Ayza Gámez
2010,23,13/02/2011,Deportivo de La Coruña,1-0,Villarreal,Nuevo Riazor,Ramírez Domínguez
2010,23,13/02/2011,Levante,1-0,Almería,Ciutat de Valencia,Delgado Ferreiro
2010,23,13/02/2011,Espanyol,0-1,Real Madrid,Cornellà -El Prat,Mateu Lahoz
2010,23,13/02/2011,Real Sociedad,1-0,Osasuna,Anoeta,Turienzo Álvarez
2010,24,20/02/2011,Barcelona,2-1,Athletic Club,Nou Camp,Ramírez Domínguez
2010,24,19/02/2011,Valencia,0-0,Sporting de Gijón,Mestalla,Clos Gómez
2010,24,19/02/2011,Zaragoza,0-1,Atlético de Madrid,La Romareda,Delgado Ferreiro
2010,24,20/02/2011,Sevilla,1-0,Hércules,Ramón Sánchez Pizjuán,Turienzo Álvarez
2010,24,20/02/2011,Getafe,0-1,Racing de Santander,Coliseum Alfonso Pérez,Estrada Fernández
2010,24,20/02/2011,Villarreal,1-1,Málaga,El Madrigal,Teixeira Vitienes
2010,24,20/02/2011,Almería,1-1,Deportivo de La Coruña,Juegos del Mediterráneo,González González
2010,24,19/02/2011,Real Madrid,2-0,Levante,Santiago Bernabéu,Teixeira Vitienes
2010,24,20/02/2011,Osasuna,4-0,Espanyol,Reyno de Navarra,Pérez Lasa
2010,24,21/02/2011,Real Sociedad,1-0,Mallorca,Anoeta,Rubinos Pérez
2010,25,26/02/2011,Mallorca,0-3,Barcelona,Ono Estadi,Velasco Carballo
2010,25,27/02/2011,Athletic Club,1-2,Valencia,San Mamés,Muñiz Fernández
2010,25,26/02/2011,Sporting de Gijón,0-0,Zaragoza,El Molinón,Iturralde González
2010,25,26/02/2011,Atlético de Madrid,2-2,Sevilla,Vicente Calderón,Mateu Lahoz
2010,25,27/02/2011,Hércules,0-0,Getafe,José Rico Pérez,Undiano Mallenco
2010,25,27/02/2011,Racing de Santander,2-2,Villarreal,El Sardinero,Iglesias Villanueva
2010,25,28/02/2011,Málaga,3-1,Almería,La Rosaleda,Álvarez Izquierdo
2010,25,26/02/2011,Deportivo de La Coruña,0-0,Real Madrid,Nuevo Riazor,Fernández Borbalán
2010,25,27/02/2011,Levante,2-1,Osasuna,Ciutat de Valencia,Paradas Romero
2010,25,26/02/2011,Espanyol,4-1,Real Sociedad,Ayza Gámez,Ayza Gámez
2010,26,02/03/2011,Valencia,0-1,Barcelona,Mestalla,Iturralde González
2010,26,02/03/2011,Zaragoza,2-1,Athletic Club,La Romareda,Undiano Mallenco
2010,26,01/03/2011,Sevilla,3-0,Sporting de Gijón,Ramón Sánchez Pizjuán,Rubinos Pérez
2010,26,02/03/2011,Getafe,1-1,Atlético de Madrid,Coliseum Alfonso Pérez,Clos Gómez
2010,26,02/03/2011,Villarreal,1-0,Hércules,El Madrigal,Paradas Romero
2010,26,03/03/2011,Almería,1-1,Racing de Santander,Juegos del Mediterráneo,Velasco Carballo
2010,26,03/03/2011,Real Madrid,7-0,Málaga,Santiago Bernabéu,Pérez Lasa
2010,26,02/03/2011,Osasuna,0-0,Deportivo de La Coruña,Reyno de Navarra,Delgado Ferreiro
2010,26,02/03/2011,Real Sociedad,1-1,Levante,Anoeta,Fernández Borbalán
2010,26,01/03/2011,Espanyol,1-2,Mallorca,Cornellà -El Prat,González González
2010,27,05/03/2011,Mallorca,1-2,Valencia,Ono Estadi,Undiano Mallenco
2010,27,05/03/2011,Barcelona,1-0,Zaragoza,Nou Camp,Teixeira Vitienes
2010,27,06/03/2011,Athletic Club,2-0,Sevilla,San Mamés,Álvarez Izquierdo
2010,27,06/03/2011,Sporting de Gijón,2-0,Getafe,El Molinón,Teixeira Vitienes
2010,27,05/03/2011,Atlético de Madrid,3-1,Villarreal,Vicente Calderón,Iturralde González
2010,27,06/03/2011,Hércules,1-2,Almería,José Rico Pérez,Rubinos Pérez
2010,27,06/03/2011,Racing de Santander,1-3,Real Madrid,El Sardinero,Ramírez Domínguez
2010,27,06/03/2011,Málaga,0-1,Osasuna,La Rosaleda,Muñiz Fernández
2010,27,07/03/2011,Deportivo de La Coruña,2-1,Real Sociedad,Nuevo Riazor,Mateu Lahoz
2010,27,06/03/2011,Levante,1-0,Espanyol,Ciutat de Valencia,Turienzo Álvarez
2010,28,12/03/2011,Zaragoza,4-0,Valencia,La Romareda,González González
2010,28,13/03/2011,Sevilla,1-1,Barcelona,Ramón Sánchez Pizjuán,Pérez Lasa
2010,28,14/03/2011,Getafe,2-2,Athletic Club,Coliseum Alfonso Pérez,Ayza Gámez
2010,28,13/03/2011,Villarreal,1-1,Sporting de Gijón,El Madrigal,Fernández Borbalán
2010,28,12/03/2011,Almería,2-2,Atlético de Madrid,Juegos del Mediterráneo,Iglesias Villanueva
2010,28,12/03/2011,Real Madrid,2-0,Hércules,Santiago Bernabéu,Delgado Ferreiro
2010,28,13/03/2011,Osasuna,3-1,Racing de Santander,Reyno de Navarra,Clos Gómez
2010,28,13/03/2011,Real Sociedad,0-2,Málaga,Anoeta,Undiano Mallenco
2010,28,13/03/2011,Espanyol,2-0,Deportivo de La Coruña,Cornellà -El Prat,Paradas Romero
2010,28,13/03/2011,Levante,1-1,Mallorca,Ciutat de Valencia,Estrada Fernández
2010,29,19/03/2011,Mallorca,1-0,Zaragoza,Ono Estadi,Álvarez Izquierdo
2010,29,20/03/2011,Valencia,0-1,Sevilla,Mestalla,Velasco Carballo
2010,29,19/03/2011,Barcelona,2-1,Getafe,Nou Camp,Muñiz Fernández
2010,29,20/03/2011,Athletic Club,0-1,Villarreal,San Mamés,Estrada Fernández
2010,29,20/03/2011,Sporting de Gijón,1-0,Almería,El Molinón,Turienzo Álvarez
2010,29,19/03/2011,Atlético de Madrid,1-2,Real Madrid,Vicente Calderón,Teixeira Vitienes
2010,29,20/03/2011,Hércules,0-4,Osasuna,José Rico Pérez,Iturralde González
2010,29,20/03/2011,Racing de Santander,2-1,Real Sociedad,El Sardinero,Paradas Romero
2010,29,20/03/2011,Málaga,2-0,Espanyol,Delgado Ferreiro,Delgado Ferreiro
2010,29,20/03/2011,Deportivo de La Coruña,0-1,Levante,Nuevo Riazor,Clos Gómez
2010,30,03/04/2011,Sevilla,3-1,Zaragoza,Ramón Sánchez Pizjuán,Iglesias Villanueva
